tag,family,topology,phi,seed,diffuse_frac,theta,rho,control,params_json
P5_j00,floor,pyramid,0,23,d100,-40.0,0.001339186099357903,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0}"
P9c_wall,floor,pyramid,0,23,d00,20.0,0.0006228168494999409,0.04999997466802597,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1}"
P9c_wall,floor,pyramid,0,23,d00,40.0,0.0008000013185665011,0.04999997466802597,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1}"
P9c_wall,floor,pyramid,0,23,d100,20.0,0.0014445387059822679,0.04999997466802597,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1}"
P9c_wall,floor,pyramid,0,23,d100,40.0,0.0017503522103652358,0.04999997466802597,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1}"
P9c_pyr,corner,corner,0,23,d00,20.0,0.0005755900056101382,0.048439253121614456,"{""backing"": 2.0, ""corner"": {""floor_len"": 300.0}, ""depth"": 20.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1}"
P9c_pyr,corner,corner,0,23,d00,40.0,0.00041725969640538096,0.048432085663080215,"{""backing"": 2.0, ""corner"": {""floor_len"": 300.0}, ""depth"": 20.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1}"
P9c_pyr,corner,corner,0,23,d100,20.0,0.0013910740381106734,0.04843728989362717,"{""backing"": 2.0, ""corner"": {""floor_len"": 300.0}, ""depth"": 20.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1}"
P9c_pyr,corner,corner,0,23,d100,40.0,0.0014642972964793444,0.04842989146709442,"{""backing"": 2.0, ""corner"": {""floor_len"": 300.0}, ""depth"": 20.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1}"
P9c_smooth,corner,corner,0,23,d00,20.0,0.001205173204652965,0.04977713152766228,"{""backing"": 2.0, ""corner"": {""floor_len"": 300.0, ""smooth"": true}, ""depth"": 20.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1}"
P9c_smooth,corner,corner,0,23,d00,40.0,0.00033112915116362274,0.04977566376328468,"{""backing"": 2.0, ""corner"": {""floor_len"": 300.0, ""smooth"": true}, ""depth"": 20.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1}"
P9c_smooth,corner,corner,0,23,d100,20.0,0.005192852113395929,0.049747664481401443,"{""backing"": 2.0, ""corner"": {""floor_len"": 300.0, ""smooth"": true}, ""depth"": 20.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1}"
P9c_smooth,corner,corner,0,23,d100,40.0,0.004066836088895798,0.0497463196516037,"{""backing"": 2.0, ""corner"": {""floor_len"": 300.0, ""smooth"": true}, ""depth"": 20.0, ""face_h"": 100.0, ""face_w"": 100.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1}"
