tag,mode,theta,ratio_vs_flat,panel_mean,control_mean,panel_p99,panel_max,rho_slat,spec_roughness,depth_mm,pitch_mm,tip_width_mm,tip_fraction,half_angle_deg,est_bounces,predicted_return,png
P_d030_p03,hemi_view,-80.0,0.046815295225592454,0.0023407642729580402,0.049999989569187164,0.0026978689711540937,0.002821981208398938,0.005,0.3,30.0,3.0,0.4,0.13333333333333333,2.862405226111748,15.72104452210192,0.084,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p03__hemi_view_th-80.0.png
P_d030_p03,hemi_view,-70.0,0.02465583567306483,0.0012327913427725434,0.04999998211860657,0.0015151745174080133,0.0016055749729275703,0.005,0.3,30.0,3.0,0.4,0.13333333333333333,2.862405226111748,15.72104452210192,0.084,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p03__hemi_view_th-70.0.png
P_d030_p03,hemi_view,-60.0,0.01735295233317285,0.0008676471770741045,0.04999997466802597,0.0011932183988392353,0.0012725184205919504,0.005,0.3,30.0,3.0,0.4,0.13333333333333333,2.862405226111748,15.72104452210192,0.084,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p03__hemi_view_th-60.0.png
P_d030_p03,hemi_view,-50.0,0.01395809393679775,0.0006979044992476702,0.049999985843896866,0.0012077692663297057,0.0012732744216918945,0.005,0.3,30.0,3.0,0.4,0.13333333333333333,2.862405226111748,15.72104452210192,0.084,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p03__hemi_view_th-50.0.png
P_d030_p03,hemi_view,-40.0,0.012023091192233392,0.0006011543446220458,0.04999998211860657,0.0012322977418079972,0.0013006734661757946,0.005,0.3,30.0,3.0,0.4,0.13333333333333333,2.862405226111748,15.72104452210192,0.084,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p03__hemi_view_th-40.0.png
P_d030_p03,hemi_view,-30.0,0.010869345445447615,0.0005434671184048057,0.049999985843896866,0.001249021152034402,0.00134908442851156,0.005,0.3,30.0,3.0,0.4,0.13333333333333333,2.862405226111748,15.72104452210192,0.084,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p03__hemi_view_th-30.0.png
P_d030_p03,hemi_view,-20.0,0.010253151587406369,0.000512657396029681,0.04999998211860657,0.0012753998162224889,0.001354572712443769,0.005,0.3,30.0,3.0,0.4,0.13333333333333333,2.862405226111748,15.72104452210192,0.084,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p03__hemi_view_th-20.0.png
P_d030_p03,hemi_view,-10.0,0.009922067032977103,0.0004961031372658908,0.04999997839331627,0.0012999712489545345,0.0014081919798627496,0.005,0.3,30.0,3.0,0.4,0.13333333333333333,2.862405226111748,15.72104452210192,0.084,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p03__hemi_view_th-10.0.png
P_d030_p03,hemi_view,0.0,0.010162428687668323,0.0005081212148070335,0.04999997839331627,0.0013265450252220035,0.0014258697628974915,0.005,0.3,30.0,3.0,0.4,0.13333333333333333,2.862405226111748,15.72104452210192,0.084,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p03__hemi_view_th+00.0.png
P_d030_p03,hemi_view,10.0,0.009914637403927515,0.0004957316559739411,0.04999997839331627,0.0013008274836465716,0.0013920086203143,0.005,0.3,30.0,3.0,0.4,0.13333333333333333,2.862405226111748,15.72104452210192,0.084,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p03__hemi_view_th+10.0.png
P_d030_p03,hemi_view,20.0,0.010253348329370617,0.0005126672331243753,0.04999998211860657,0.0012820594711229205,0.0013656705850735307,0.005,0.3,30.0,3.0,0.4,0.13333333333333333,2.862405226111748,15.72104452210192,0.084,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p03__hemi_view_th+20.0.png
P_d030_p03,hemi_view,30.0,0.010971319475473017,0.0005485658184625208,0.049999985843896866,0.0012624553637579083,0.0013381814351305366,0.005,0.3,30.0,3.0,0.4,0.13333333333333333,2.862405226111748,15.72104452210192,0.084,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p03__hemi_view_th+30.0.png
P_d030_p03,hemi_view,40.0,0.011983192154714639,0.0005991593934595585,0.04999998211860657,0.0012231358559802175,0.0013244223082438111,0.005,0.3,30.0,3.0,0.4,0.13333333333333333,2.862405226111748,15.72104452210192,0.084,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p03__hemi_view_th+40.0.png
P_d030_p03,hemi_view,50.0,0.013884660295151854,0.0006942328182049096,0.049999985843896866,0.0011967868776991963,0.0012994477292522788,0.005,0.3,30.0,3.0,0.4,0.13333333333333333,2.862405226111748,15.72104452210192,0.084,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p03__hemi_view_th+50.0.png
P_d030_p03,hemi_view,60.0,0.017300091601209558,0.0008650041418150067,0.04999997466802597,0.0011916982475668192,0.0012524363119155169,0.005,0.3,30.0,3.0,0.4,0.13333333333333333,2.862405226111748,15.72104452210192,0.084,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p03__hemi_view_th+60.0.png
P_d030_p03,hemi_view,70.0,0.024714048011409525,0.0012357019586488605,0.04999998211860657,0.0015093748224899173,0.0016091236611828208,0.005,0.3,30.0,3.0,0.4,0.13333333333333333,2.862405226111748,15.72104452210192,0.084,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p03__hemi_view_th+70.0.png
P_d030_p03,hemi_view,80.0,0.04686062736136888,0.0023430308792740107,0.049999989569187164,0.002705568913370371,0.002851055236533284,0.005,0.3,30.0,3.0,0.4,0.13333333333333333,2.862405226111748,15.72104452210192,0.084,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p03__hemi_view_th+80.0.png
P_d030_p05,hemi_view,-80.0,0.04099605528928003,0.0020498023368418217,0.049999989569187164,0.00226724985986948,0.0023851743899285793,0.005,0.3,30.0,5.0,0.4,0.08,4.763641690726177,9.446554321582513,0.0504,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p05__hemi_view_th-80.0.png
P_d030_p05,hemi_view,-70.0,0.01748891008621219,0.0008744451915845275,0.04999998211860657,0.001314197899773717,0.0014313221909105778,0.005,0.3,30.0,5.0,0.4,0.08,4.763641690726177,9.446554321582513,0.0504,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p05__hemi_view_th-70.0.png
P_d030_p05,hemi_view,-60.0,0.011292954341850394,0.0005646474310196936,0.04999997466802597,0.0012071317760273814,0.001274774200282991,0.005,0.3,30.0,5.0,0.4,0.08,4.763641690726177,9.446554321582513,0.0504,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p05__hemi_view_th-60.0.png
P_d030_p05,hemi_view,-50.0,0.008663841997094421,0.00043319197720848024,0.049999985843896866,0.0012090782402083278,0.0013001412153244019,0.005,0.3,30.0,5.0,0.4,0.08,4.763641690726177,9.446554321582513,0.0504,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p05__hemi_view_th-50.0.png
P_d030_p05,hemi_view,-40.0,0.007385923258210096,0.00036929603083990514,0.04999998211860657,0.0012359765823930502,0.001339136972092092,0.005,0.3,30.0,5.0,0.4,0.08,4.763641690726177,9.446554321582513,0.0504,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p05__hemi_view_th-40.0.png
P_d030_p05,hemi_view,-30.0,0.006499054237001099,0.0003249526198487729,0.049999985843896866,0.001236014999449253,0.001327240257523954,0.005,0.3,30.0,5.0,0.4,0.08,4.763641690726177,9.446554321582513,0.0504,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p05__hemi_view_th-30.0.png
P_d030_p05,hemi_view,-20.0,0.006130213596859967,0.0003065105702262372,0.04999998211860657,0.0012742390390485525,0.0013603498227894306,0.005,0.3,30.0,5.0,0.4,0.08,4.763641690726177,9.446554321582513,0.0504,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p05__hemi_view_th-20.0.png
P_d030_p05,hemi_view,-10.0,0.005851711230533208,0.00029258543509058654,0.04999997839331627,0.0012749808374792337,0.0013911738060414791,0.005,0.3,30.0,5.0,0.4,0.08,4.763641690726177,9.446554321582513,0.0504,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p05__hemi_view_th-10.0.png
P_d030_p05,hemi_view,0.0,0.00640676168048514,0.00032033794559538364,0.04999997839331627,0.001339367707259953,0.0014179317513480783,0.005,0.3,30.0,5.0,0.4,0.08,4.763641690726177,9.446554321582513,0.0504,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p05__hemi_view_th+00.0.png
P_d030_p05,hemi_view,10.0,0.005868671204022541,0.0002934334333986044,0.04999997839331627,0.0012880228459835052,0.0013796864077448845,0.005,0.3,30.0,5.0,0.4,0.08,4.763641690726177,9.446554321582513,0.0504,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p05__hemi_view_th+10.0.png
P_d030_p05,hemi_view,20.0,0.006160478098898744,0.0003080237947870046,0.04999998211860657,0.0012754503404721618,0.0013790084049105644,0.005,0.3,30.0,5.0,0.4,0.08,4.763641690726177,9.446554321582513,0.0504,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p05__hemi_view_th+20.0.png
P_d030_p05,hemi_view,30.0,0.006483033155875354,0.00032415156601928174,0.049999985843896866,0.0012361586559563875,0.0013259286060929298,0.005,0.3,30.0,5.0,0.4,0.08,4.763641690726177,9.446554321582513,0.0504,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p05__hemi_view_th+30.0.png
P_d030_p05,hemi_view,40.0,0.0073901532104414264,0.0003695075283758342,0.04999998211860657,0.001235790434293449,0.001313594519160688,0.005,0.3,30.0,5.0,0.4,0.08,4.763641690726177,9.446554321582513,0.0504,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p05__hemi_view_th+40.0.png
P_d030_p05,hemi_view,50.0,0.00871118812188617,0.00043555928277783096,0.049999985843896866,0.001197021803818643,0.0012745331041514874,0.005,0.3,30.0,5.0,0.4,0.08,4.763641690726177,9.446554321582513,0.0504,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p05__hemi_view_th+50.0.png
P_d030_p05,hemi_view,60.0,0.011354333187227374,0.0005677163717336953,0.04999997466802597,0.0012094866251572967,0.001313223852775991,0.005,0.3,30.0,5.0,0.4,0.08,4.763641690726177,9.446554321582513,0.0504,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p05__hemi_view_th+60.0.png
P_d030_p05,hemi_view,70.0,0.017542392468339493,0.0008771193097345531,0.04999998211860657,0.0013284189626574516,0.0014690262032672763,0.005,0.3,30.0,5.0,0.4,0.08,4.763641690726177,9.446554321582513,0.0504,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p05__hemi_view_th+70.0.png
P_d030_p05,hemi_view,80.0,0.040947063055021805,0.0020473527256399393,0.049999989569187164,0.0022641709074378014,0.002460705116391182,0.005,0.3,30.0,5.0,0.4,0.08,4.763641690726177,9.446554321582513,0.0504,/Users/hojunsong/Desktop/SpillSinkSimulator/project/renders/fdm/P_d030_p05__hemi_view_th+80.0.png
