surface,kind,theta_in,theta_out,brdf,beta,weight,samples,params_json
black_velour,"black velour (Lambertian model, rho 0.002)",20.0,20.0,0.0006366197203352098,0.001999999836535484,0.013925120490468639,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",20.0,30.0,0.0006366203769347486,0.002000001899303771,0.05714580475050963,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",20.0,40.0,0.0006366224607178261,0.002000008445701379,0.028918085795398504,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",20.0,50.0,0.0006366198219222239,0.002000000155680501,0.012368334169744847,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",30.0,0.0,0.0006366198583994718,0.002000000270277155,0.004763217693932213,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",30.0,10.0,0.0006366198583994718,0.002000000270277155,0.026565753450876146,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",30.0,20.0,0.0006366198583994718,0.002000000270277155,0.08311680658745493,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",30.0,30.0,0.0006366203745913029,0.0020000018919416195,0.1524065851251435,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",30.0,40.0,0.0006366224823833008,0.002000008513765475,0.07450137477411585,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",30.0,50.0,0.0006366198153835237,0.0020000001351385683,0.013925522801939485,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",40.0,0.0,0.0006366196827056466,0.0019999997183187245,0.004281498842372779,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",40.0,10.0,0.0006366197313358456,0.001999999871095,0.05344915270816772,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",40.0,20.0,0.0006366197313358456,0.001999999871095,0.11848238259023353,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",40.0,30.0,0.0006366203042609022,0.0020000016709921494,0.06286794684681445,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",40.0,40.0,0.0006366224060082189,0.002000008273826079,0.033179223186677424,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",50.0,0.0,0.0006366198520560154,0.002000000250348599,0.0065355076348754095,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",50.0,10.0,0.0006366196329128598,0.001999999561890071,0.03338469265784898,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",50.0,20.0,0.0006366196003130391,0.001999999459474714,0.05561144080565327,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",50.0,30.0,0.0006366201671878018,0.002000001240364304,0.0423335308913596,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",50.0,40.0,0.0006366223115410379,0.002000007977048677,0.017484629857040627,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",50.0,50.0,0.0006366198067784962,0.002000000108105077,0.0012614910466040863,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",60.0,0.0,0.0006366197281297645,0.0019999998610227996,0.0003101062304818472,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",60.0,10.0,0.0006366197863374184,0.0020000000438875373,0.0026107146470065244,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",60.0,20.0,0.0006366197281297645,0.0019999998610227996,0.009070420549818088,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",60.0,30.0,0.000636620249670733,0.002000001499492075,0.020643217980652304,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",60.0,40.0,0.0006366226012718022,0.002000008887264718,0.027664518789582617,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",60.0,50.0,0.0006366198026355648,0.0020000000950896745,0.014891768708549939,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",60.0,60.0,0.0006366220960255484,0.0020000072999867987,0.001310197086328678,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",70.0,30.0,0.0006366203731310147,0.0020000018873539884,0.00016770928864145665,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",70.0,40.0,0.0006366224000779389,0.002000008255195555,0.0012836314650343998,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",70.0,50.0,0.000636619785982605,0.002000000042772858,0.008244533197795913,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",70.0,60.0,0.0006366222247829502,0.0020000077044901063,0.010905238817076307,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
black_velour,"black velour (Lambertian model, rho 0.002)",70.0,70.0,0.0006370346608833982,0.002001303410713349,0.0010354765094735961,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",20.0,0.0,0.25464790894703254,0.7999999999999999,0.000169119275521003,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",20.0,10.0,0.2546478772320632,0.7999999003644853,0.005185244746805636,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",20.0,20.0,0.25464790894703254,0.7999999999999999,0.013925120490468639,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",20.0,30.0,0.2546481468095246,0.8000007472670575,0.05714580475050963,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",20.0,40.0,0.2546489555453214,0.8000032879854956,0.028918085795398504,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",20.0,50.0,0.2546479248045182,0.8000000498177604,0.012368334169744847,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",30.0,0.0,0.25464790894703254,0.7999999999999999,0.004763217693932213,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",30.0,10.0,0.25464789174065444,0.7999999459445689,0.026565753450876146,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",30.0,20.0,0.25464789174065444,0.7999999459445689,0.08311680658745493,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",30.0,30.0,0.2546481326301291,0.8000007027211729,0.1524065851251435,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",30.0,40.0,0.25464895854042224,0.8000032973948823,0.07450137477411585,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",30.0,50.0,0.2546478917406556,0.7999999459445726,0.013925522801939485,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",40.0,0.0,0.2546479283991133,0.800000061110514,0.004281498842372779,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",40.0,10.0,0.2546479283991148,0.8000000611105188,0.05344915270816772,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",40.0,20.0,0.2546479283991148,0.8000000611105188,0.11848238259023353,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",40.0,30.0,0.25464812292011707,0.8000006722162704,0.06286794684681445,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",40.0,40.0,0.2546489788160509,0.8000033610926485,0.033179223186677424,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",50.0,0.0,0.25464793212912246,0.8000000728286834,0.0065355076348754095,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",50.0,10.0,0.25464783940078184,0.7999997815140097,0.03338469265784898,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",50.0,20.0,0.25464788576494685,0.7999999271713298,0.05561144080565327,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",50.0,30.0,0.2546480712217653,0.8000005098011083,0.0423335308913596,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",50.0,40.0,0.2546489521452572,0.8000032773038788,0.017484629857040627,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",50.0,50.0,0.25464793212912246,0.8000000728286834,0.0012614910466040863,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",60.0,0.0,0.25464790894703254,0.7999999999999999,0.0003101062304818472,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",60.0,10.0,0.25464793874935476,0.8000000936267565,0.0026107146470065244,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",60.0,20.0,0.25464790894703254,0.7999999999999999,0.009070420549818088,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",60.0,30.0,0.25464808776109127,0.8000005617609333,0.020643217980652304,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",60.0,40.0,0.2546490116375997,0.8000034642045849,0.027664518789582617,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",60.0,50.0,0.25464790894703254,0.7999999999999999,0.014891768708549939,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",60.0,60.0,0.2546488328222643,0.8000029024396409,0.001310197086328678,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",70.0,30.0,0.2546481485716541,0.8000007528029506,0.00016770928864145665,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",70.0,40.0,0.25464895458514375,0.8000032849690085,0.0012836314650343998,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",70.0,50.0,0.25464790894703254,0.7999999999999999,0.008244533197795913,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",70.0,60.0,0.25464888923242635,0.8000030796573916,0.010905238817076307,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
white_paper,"white paper (Lambertian model, rho 0.80)",70.0,70.0,0.2548138589038007,0.8005213471650464,0.0010354765094735961,128,"{""backing"": 2.0, ""bot"": ""cone"", ""bot_depth"": 1.0, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 0.0, ""top"": ""comb"", ""top_depth"": 1.0}"
