tag,family,theta,rho,ratio,control,depth_mm,pitch_mm,tip_mm,tip_fraction,aspect,lattice,tilt_deg
C_p20,cone3d,-50.0,9.981875336961821e-05,0.00199637578135198,0.04999998211860657,50.0,20.0,0.8,0.0014510394913873745,2.5,hex,0.0
C_p20,cone3d,-40.0,5.5654698371654376e-05,0.0011130943655066532,0.04999998211860657,50.0,20.0,0.8,0.0014510394913873745,2.5,hex,0.0
C_p20,cone3d,-30.0,4.381017424748279e-05,0.0008762038635868511,0.04999997839331627,50.0,20.0,0.8,0.0014510394913873745,2.5,hex,0.0
C_p20,cone3d,-20.0,0.00011399693175917491,0.0022799396204221845,0.04999997839331627,50.0,20.0,0.8,0.0014510394913873745,2.5,hex,0.0
C_p20,cone3d,-10.0,0.0003693624457810074,0.007387252658293998,0.04999997466802597,50.0,20.0,0.8,0.0014510394913873745,2.5,hex,0.0
C_p20,cone3d,0.0,0.0004515765467658639,0.009031534838147615,0.04999997839331627,50.0,20.0,0.8,0.0014510394913873745,2.5,hex,0.0
C_p20,cone3d,10.0,0.0003810406196862459,0.007620816254731307,0.04999997466802597,50.0,20.0,0.8,0.0014510394913873745,2.5,hex,0.0
C_p20,cone3d,20.0,0.00016778529970906675,0.003355707444295524,0.04999997839331627,50.0,20.0,0.8,0.0014510394913873745,2.5,hex,0.0
C_p20,cone3d,30.0,6.590822158614174e-05,0.0013181650013463205,0.04999997839331627,50.0,20.0,0.8,0.0014510394913873745,2.5,hex,0.0
C_p20,cone3d,40.0,5.4420812375610694e-05,0.001088416636760336,0.04999998211860657,50.0,20.0,0.8,0.0014510394913873745,2.5,hex,0.0
C_p20,cone3d,50.0,9.391347703058273e-05,0.0018782702123334273,0.04999998211860657,50.0,20.0,0.8,0.0014510394913873745,2.5,hex,0.0
C_p20,cone3d,60.0,0.00024017792020458728,0.004803560479871987,0.04999997839331627,50.0,20.0,0.8,0.0014510394913873745,2.5,hex,0.0
C_p20,cone3d,70.0,0.0008225664496421814,0.016451334876299455,0.04999998211860657,50.0,20.0,0.8,0.0014510394913873745,2.5,hex,0.0
C_p20,cone3d,80.0,0.0024317074567079544,0.04863372083710112,0.05000044032931328,50.0,20.0,0.8,0.0014510394913873745,2.5,hex,0.0
C_square,cone3d,-80.0,0.0012707553105428815,0.025415111512863058,0.049999989569187164,50.0,13.0,0.8,0.002974288902806905,3.8461538461538463,square,0.0
C_square,cone3d,-70.0,0.0003657964407466352,0.007315931431313669,0.04999998211860657,50.0,13.0,0.8,0.002974288902806905,3.8461538461538463,square,0.0
C_square,cone3d,-60.0,0.00012711575254797935,0.002542316149580007,0.04999997839331627,50.0,13.0,0.8,0.002974288902806905,3.8461538461538463,square,0.0
C_square,cone3d,-50.0,7.533887401223183e-05,0.001506778019110448,0.04999998211860657,50.0,13.0,0.8,0.002974288902806905,3.8461538461538463,square,0.0
C_square,cone3d,-40.0,6.344396388158202e-05,0.0012688797314183943,0.04999998211860657,50.0,13.0,0.8,0.002974288902806905,3.8461538461538463,square,0.0
C_square,cone3d,-30.0,6.58358694636263e-05,0.0013167179582706957,0.04999997839331627,50.0,13.0,0.8,0.002974288902806905,3.8461538461538463,square,0.0
C_square,cone3d,-20.0,8.689628157299012e-05,0.0017379263824763163,0.04999997839331627,50.0,13.0,0.8,0.002974288902806905,3.8461538461538463,square,0.0
C_square,cone3d,-10.0,0.00018264322716277093,0.003652866393941751,0.04999997466802597,50.0,13.0,0.8,0.002974288902806905,3.8461538461538463,square,0.0
C_square,cone3d,0.0,0.00041955665801651776,0.008391136786423128,0.04999997839331627,50.0,13.0,0.8,0.002974288902806905,3.8461538461538463,square,0.0
C_square,cone3d,10.0,0.0002972621296066791,0.005945245604229726,0.04999997466802597,50.0,13.0,0.8,0.002974288902806905,3.8461538461538463,square,0.0
C_square,cone3d,20.0,0.00010534690227359533,0.00210693895595118,0.04999997839331627,50.0,13.0,0.8,0.002974288902806905,3.8461538461538463,square,0.0
C_square,cone3d,30.0,6.670347647741437e-05,0.0013340701060449045,0.04999997839331627,50.0,13.0,0.8,0.002974288902806905,3.8461538461538463,square,0.0
C_square,cone3d,40.0,5.304166188579984e-05,0.0010608336170996623,0.04999998211860657,50.0,13.0,0.8,0.002974288902806905,3.8461538461538463,square,0.0
C_square,cone3d,50.0,6.847568147350103e-05,0.0013695141192464361,0.04999998211860657,50.0,13.0,0.8,0.002974288902806905,3.8461538461538463,square,0.0
C_square,cone3d,60.0,0.00012255624460522085,0.002451125951318481,0.04999997839331627,50.0,13.0,0.8,0.002974288902806905,3.8461538461538463,square,0.0
C_square,cone3d,70.0,0.0003439233114477247,0.0068784686888865906,0.04999998211860657,50.0,13.0,0.8,0.002974288902806905,3.8461538461538463,square,0.0
C_square,cone3d,80.0,0.001241917023435235,0.024838121729643014,0.05000044032931328,50.0,13.0,0.8,0.002974288902806905,3.8461538461538463,square,0.0
C_nojitter,cone3d,-80.0,0.0010115202749148011,0.02023040971868837,0.049999989569187164,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_nojitter,cone3d,-70.0,0.0003317209775559604,0.00663442192377338,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_nojitter,cone3d,-60.0,0.00012395167141221464,0.0024790344995185803,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_nojitter,cone3d,-50.0,6.934793054824695e-05,0.0013869591069801683,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_nojitter,cone3d,-40.0,4.957378769177012e-05,0.00099147610841489,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_nojitter,cone3d,-30.0,4.047224865644239e-05,0.0008094453229174296,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_nojitter,cone3d,-20.0,3.7087029340909794e-05,0.0007417409073494198,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_nojitter,cone3d,-10.0,3.8088350265752524e-05,0.0007617673912564859,0.04999997466802597,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_nojitter,cone3d,0.0,4.1794657590799034e-05,0.0008358935130337161,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_nojitter,cone3d,10.0,3.8324142224155366e-05,0.0007664832328137743,0.04999997466802597,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_nojitter,cone3d,20.0,3.696633575600572e-05,0.0007393270346082226,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_nojitter,cone3d,30.0,4.060689752805047e-05,0.0008121383015133179,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_nojitter,cone3d,40.0,4.9815480451798066e-05,0.0009963099653441708,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_nojitter,cone3d,50.0,6.978533929213881e-05,0.0013957072849865978,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_nojitter,cone3d,60.0,0.00012507550127338618,0.00250151110645491,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_nojitter,cone3d,70.0,0.00033411936601623893,0.006682389710133568,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_nojitter,cone3d,80.0,0.000995660899206996,0.019913042618212293,0.05000044032931328,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tilt20,cone3d,-80.0,0.0037365220487117767,0.07473045656422364,0.049999989569187164,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,20.0
C_tilt20,cone3d,-70.0,0.0026361625641584396,0.05272327013847952,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,20.0
C_tilt20,cone3d,-60.0,0.001629697042517364,0.032593954935292796,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,20.0
C_tilt20,cone3d,-50.0,0.0008365468820556998,0.016730943624565706,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,20.0
C_tilt20,cone3d,-40.0,0.00034067066735588014,0.006813415783784968,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,20.0
C_tilt20,cone3d,-30.0,0.00013427514932118356,0.0026855041469204463,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,20.0
C_tilt20,cone3d,-20.0,7.572697359137237e-05,0.0015145401263112375,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,20.0
C_tilt20,cone3d,-10.0,5.7621353334980085e-05,0.001152427650564948,0.04999997466802597,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,20.0
C_tilt20,cone3d,0.0,0.00011324921797495335,0.002264985338275504,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,20.0
C_tilt20,cone3d,10.0,9.890040382742882e-05,0.0019780090786860687,0.04999997466802597,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,20.0
C_tilt20,cone3d,20.0,5.914644862059504e-05,0.0011829294835955654,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,20.0
C_tilt20,cone3d,30.0,4.035039455629885e-05,0.0008070082398614132,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,20.0
C_tilt20,cone3d,40.0,3.6818422813666984e-05,0.0007363687196193155,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,20.0
C_tilt20,cone3d,50.0,3.9570189983351156e-05,0.0007914040826951785,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,20.0
C_tilt20,cone3d,60.0,4.4115102355135605e-05,0.0008823024283753026,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,20.0
C_tilt20,cone3d,70.0,5.9966117987642065e-05,0.001199322788664094,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,20.0
C_tilt20,cone3d,80.0,0.00011947599705308676,0.002389498897733561,0.05000044032931328,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,20.0
C_tilt30,cone3d,-80.0,0.004101399332284927,0.08202800375807363,0.049999989569187164,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,30.0
C_tilt30,cone3d,-70.0,0.003285778919234872,0.06571560188642808,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,30.0
C_tilt30,cone3d,-60.0,0.002506106626242399,0.05012215418431865,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,30.0
C_tilt30,cone3d,-50.0,0.0017509536119177938,0.03501908476215652,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,30.0
C_tilt30,cone3d,-40.0,0.001089812139980495,0.021796250594556543,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,30.0
C_tilt30,cone3d,-30.0,0.000569529423955828,0.011390593401375541,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,30.0
C_tilt30,cone3d,-20.0,0.000236711188335903,0.004734225812536456,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,30.0
C_tilt30,cone3d,-10.0,0.00010662042041076347,0.002132409488578105,0.04999997466802597,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,30.0
C_tilt30,cone3d,0.0,7.101014489308e-05,0.001420203511579362,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,30.0
C_tilt30,cone3d,10.0,6.295029743341729e-05,0.0012590065865307888,0.04999997466802597,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,30.0
C_tilt30,cone3d,20.0,5.767910261056386e-05,0.0011535825507131437,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,30.0
C_tilt30,cone3d,30.0,5.4645533964503556e-05,0.001092911151573783,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,30.0
C_tilt30,cone3d,40.0,3.673689207062125e-05,0.0007347381041752473,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,30.0
C_tilt30,cone3d,50.0,3.52159004251007e-05,0.0007043182603858523,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,30.0
C_tilt30,cone3d,60.0,3.6868234019493684e-05,0.0007373649990301203,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,30.0
C_tilt30,cone3d,70.0,4.2862138798227534e-05,0.0008572430825385672,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,30.0
C_tilt30,cone3d,80.0,6.622663204325363e-05,0.0013245209763568337,0.05000044032931328,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,30.0
C_tiltjit,cone3d,-80.0,0.001699369982816279,0.03398740674665115,0.049999989569187164,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tiltjit,cone3d,-70.0,0.0009098052978515625,0.01819611246446817,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tiltjit,cone3d,-60.0,0.0004766576166730374,0.009533156453058677,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tiltjit,cone3d,-50.0,0.00027699919883161783,0.005539985957885727,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tiltjit,cone3d,-40.0,0.00015492791135329753,0.0030985593351971217,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tiltjit,cone3d,-30.0,8.606723713455722e-05,0.0017213454865424947,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tiltjit,cone3d,-20.0,9.205125388689339e-05,0.0018410258733071434,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tiltjit,cone3d,-10.0,0.00020880195370409638,0.004176041189829267,0.04999997466802597,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tiltjit,cone3d,0.0,0.0004214719810988754,0.0084294432646238,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tiltjit,cone3d,10.0,0.0002638793084770441,0.005277588843375753,0.04999997466802597,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tiltjit,cone3d,20.0,0.00010421995830256492,0.002084400066790759,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tiltjit,cone3d,30.0,9.316103387391195e-05,0.001863221482638985,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tiltjit,cone3d,40.0,0.00018639344489201903,0.003727870231030666,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tiltjit,cone3d,50.0,0.00036152475513517857,0.007230497688531049,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tiltjit,cone3d,60.0,0.0005645902710966766,0.011291810301505011,0.04999997839331627,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tiltjit,cone3d,70.0,0.0007995599298737943,0.0159912043163762,0.04999998211860657,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
C_tiltjit,cone3d,80.0,0.0013685976155102253,0.02737171125886807,0.05000044032931328,50.0,13.0,0.8,0.003434412997366567,3.8461538461538463,hex,0.0
