tag,family,topology,feature,seed,diffuse_frac,pitch,depth,aspect,exposed_est,theta,rho,control,params_json
F200_SHIN_p0750_d030_t06_s23,topo,shingle,0.2,23,d76,7.5,30.0,4.0,0.03541081651029705,0.0,0.0016987756825983524,0.04998544231057167,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t06_s23,topo,shingle,0.2,23,d76,7.5,30.0,4.0,0.03541081651029705,-20.0,0.0012868150370195508,0.04998340085148811,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t06_s23,topo,shingle,0.2,23,d76,7.5,30.0,4.0,0.03541081651029705,-40.0,0.0016240810509771109,0.04998254403471947,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t06_s23,topo,shingle,0.2,23,d76,7.5,30.0,4.0,0.03541081651029705,20.0,0.0014544258592650294,0.04998277872800827,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t06_s23,topo,shingle,0.2,23,d76,7.5,30.0,4.0,0.03541081651029705,40.0,0.0018838598625734448,0.04998696967959404,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t06_s23,topo,shingle,0.2,23,d100,7.5,30.0,4.0,0.03541081651029705,0.0,0.0012505073100328445,0.04998544231057167,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t06_s23,topo,shingle,0.2,23,d100,7.5,30.0,4.0,0.03541081651029705,-20.0,0.0014080074615776539,0.04998340085148811,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t06_s23,topo,shingle,0.2,23,d100,7.5,30.0,4.0,0.03541081651029705,-40.0,0.001961012138053775,0.04998254403471947,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t06_s23,topo,shingle,0.2,23,d100,7.5,30.0,4.0,0.03541081651029705,20.0,0.0016424556961283088,0.04998277872800827,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t06_s23,topo,shingle,0.2,23,d100,7.5,30.0,4.0,0.03541081651029705,40.0,0.0023003092501312494,0.04998696967959404,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t12_s23,topo,shingle,0.2,23,d00,7.5,30.0,4.0,0.03541081651029705,0.0,0.0022535729221999645,0.04999220743775368,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 12.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t12_s23,topo,shingle,0.2,23,d00,7.5,30.0,4.0,0.03541081651029705,-20.0,0.0010405727662146091,0.04999065399169922,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 12.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t12_s23,topo,shingle,0.2,23,d00,7.5,30.0,4.0,0.03541081651029705,-40.0,0.0006716087809763849,0.04999450966715813,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 12.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t12_s23,topo,shingle,0.2,23,d00,7.5,30.0,4.0,0.03541081651029705,20.0,0.0007902248180471361,0.04999148100614548,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 12.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t12_s23,topo,shingle,0.2,23,d00,7.5,30.0,4.0,0.03541081651029705,40.0,0.0006306337891146541,0.049996327608823776,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 12.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t12_s23,topo,shingle,0.2,23,d76,7.5,30.0,4.0,0.03541081651029705,0.0,0.0017679654993116856,0.04999220743775368,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 12.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t12_s23,topo,shingle,0.2,23,d76,7.5,30.0,4.0,0.03541081651029705,-20.0,0.0013668204192072153,0.04999065399169922,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 12.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t12_s23,topo,shingle,0.2,23,d76,7.5,30.0,4.0,0.03541081651029705,-40.0,0.001602598698809743,0.04999450966715813,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 12.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t12_s23,topo,shingle,0.2,23,d76,7.5,30.0,4.0,0.03541081651029705,20.0,0.001631452003493905,0.04999148100614548,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 12.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t12_s23,topo,shingle,0.2,23,d76,7.5,30.0,4.0,0.03541081651029705,40.0,0.002050591167062521,0.049996327608823776,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 12.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t12_s23,topo,shingle,0.2,23,d100,7.5,30.0,4.0,0.03541081651029705,0.0,0.0016419257735833526,0.04999220743775368,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 12.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t12_s23,topo,shingle,0.2,23,d100,7.5,30.0,4.0,0.03541081651029705,-20.0,0.001494007301516831,0.04999065399169922,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 12.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t12_s23,topo,shingle,0.2,23,d100,7.5,30.0,4.0,0.03541081651029705,-40.0,0.001912495237775147,0.04999450966715813,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 12.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t12_s23,topo,shingle,0.2,23,d100,7.5,30.0,4.0,0.03541081651029705,20.0,0.00192427693400532,0.04999148100614548,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 12.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d030_t12_s23,topo,shingle,0.2,23,d100,7.5,30.0,4.0,0.03541081651029705,40.0,0.0024998770095407963,0.049996327608823776,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 12.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t02_s23,topo,shingle,0.2,23,d00,7.5,50.0,6.666666666666667,0.03541081651029705,0.0,0.0027056923136115074,0.0499601811170578,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 2.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t02_s23,topo,shingle,0.2,23,d00,7.5,50.0,6.666666666666667,0.03541081651029705,-20.0,0.0006104429485276341,0.0499475821852684,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 2.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t02_s23,topo,shingle,0.2,23,d00,7.5,50.0,6.666666666666667,0.03541081651029705,-40.0,0.0005403432296589017,0.049961209297180176,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 2.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t02_s23,topo,shingle,0.2,23,d00,7.5,50.0,6.666666666666667,0.03541081651029705,20.0,0.0005880363751202822,0.04994799941778183,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 2.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t02_s23,topo,shingle,0.2,23,d00,7.5,50.0,6.666666666666667,0.03541081651029705,40.0,0.0005309335538186133,0.049961209297180176,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 2.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t02_s23,topo,shingle,0.2,23,d76,7.5,50.0,6.666666666666667,0.03541081651029705,0.0,0.0011081818956881762,0.0499601811170578,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 2.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t02_s23,topo,shingle,0.2,23,d76,7.5,50.0,6.666666666666667,0.03541081651029705,-20.0,0.0012032020604237914,0.0499475821852684,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 2.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t02_s23,topo,shingle,0.2,23,d76,7.5,50.0,6.666666666666667,0.03541081651029705,-40.0,0.0018463919404894114,0.049961209297180176,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 2.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t02_s23,topo,shingle,0.2,23,d76,7.5,50.0,6.666666666666667,0.03541081651029705,20.0,0.001122610061429441,0.04994799941778183,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 2.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t02_s23,topo,shingle,0.2,23,d76,7.5,50.0,6.666666666666667,0.03541081651029705,40.0,0.0017745201475918293,0.049961209297180176,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 2.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t02_s23,topo,shingle,0.2,23,d100,7.5,50.0,6.666666666666667,0.03541081651029705,0.0,0.0006711840396746993,0.0499601811170578,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 2.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t02_s23,topo,shingle,0.2,23,d100,7.5,50.0,6.666666666666667,0.03541081651029705,-20.0,0.0014055041829124093,0.0499475821852684,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 2.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t02_s23,topo,shingle,0.2,23,d100,7.5,50.0,6.666666666666667,0.03541081651029705,-40.0,0.0022612842731177807,0.049961209297180176,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 2.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t02_s23,topo,shingle,0.2,23,d100,7.5,50.0,6.666666666666667,0.03541081651029705,20.0,0.0013104666722938418,0.04994799941778183,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 2.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t02_s23,topo,shingle,0.2,23,d100,7.5,50.0,6.666666666666667,0.03541081651029705,40.0,0.002181977266445756,0.049961209297180176,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 2.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t06_s23,topo,shingle,0.2,23,d00,7.5,50.0,6.666666666666667,0.03541081651029705,0.0,0.001564476639032364,0.049985047429800034,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t06_s23,topo,shingle,0.2,23,d00,7.5,50.0,6.666666666666667,0.03541081651029705,-20.0,0.0006077057914808393,0.049979470670223236,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t06_s23,topo,shingle,0.2,23,d00,7.5,50.0,6.666666666666667,0.03541081651029705,-40.0,0.0005578073905780911,0.04998670518398285,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t06_s23,topo,shingle,0.2,23,d00,7.5,50.0,6.666666666666667,0.03541081651029705,20.0,0.0006054961704649031,0.049981746822595596,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t06_s23,topo,shingle,0.2,23,d00,7.5,50.0,6.666666666666667,0.03541081651029705,40.0,0.0005493403295986354,0.049987487494945526,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t06_s23,topo,shingle,0.2,23,d76,7.5,50.0,6.666666666666667,0.03541081651029705,0.0,0.001082108123227954,0.049985047429800034,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t06_s23,topo,shingle,0.2,23,d76,7.5,50.0,6.666666666666667,0.03541081651029705,-20.0,0.00133362109772861,0.049979470670223236,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t06_s23,topo,shingle,0.2,23,d76,7.5,50.0,6.666666666666667,0.03541081651029705,-40.0,0.0019603646360337734,0.04998670518398285,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
F200_SHIN_p0750_d050_t06_s23,topo,shingle,0.2,23,d76,7.5,50.0,6.666666666666667,0.03541081651029705,20.0,0.0011340404162183404,0.049981746822595596,"{""azimuth_jitter"": 180.0, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 6.5, ""pitch"": 7.5, ""plate_over"": 1.15, ""plate_t_bot"": 0.9, ""plate_t_top"": 0.2, ""seed"": 23, ""tilt_deg"": 6.0, ""tilt_jitter"": 0.0, ""topology"": ""shingle""}"
