tag,family,topology,phi,seed,diffuse_frac,theta,rho,control,params_json
P5_j00,floor,pyramid,0,23,d100,-40.0,0.0013391865650191903,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0}"
P94_f04_a10,floor,pillars,0,23,bare005,0.0,0.00869594793766737,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.4}"
P94_f04_a10,floor,pillars,0,23,bare005,-20.0,0.009848346933722496,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.4}"
P94_f04_a10,floor,pillars,0,23,bare005,20.0,0.009884977713227272,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.4}"
P94_f04_a10,floor,pillars,0,23,bare005,-40.0,0.010731976479291916,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.4}"
P94_f04_a10,floor,pillars,0,23,bare005,40.0,0.010748445056378841,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.4}"
P94_f10_a10,floor,pillars,0,23,bare005,0.0,0.008463739417493343,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.632}"
P94_f10_a10,floor,pillars,0,23,bare005,-20.0,0.010321039706468582,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.632}"
P94_f10_a10,floor,pillars,0,23,bare005,20.0,0.010352328419685364,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.632}"
P94_f10_a10,floor,pillars,0,23,bare005,-40.0,0.011516595259308815,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.632}"
P94_f10_a10,floor,pillars,0,23,bare005,40.0,0.011513370089232922,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.632}"
P94_f25_a10,floor,pillars,0,23,bare005,0.0,0.013964257203042507,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 1.0}"
P94_f25_a10,floor,pillars,0,23,bare005,-20.0,0.015891682356595993,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 1.0}"
P94_f25_a10,floor,pillars,0,23,bare005,20.0,0.015968764200806618,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 1.0}"
P94_f25_a10,floor,pillars,0,23,bare005,-40.0,0.01757730171084404,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 1.0}"
P94_f25_a10,floor,pillars,0,23,bare005,40.0,0.017537681385874748,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 1.0}"
P94_f25_a05,floor,pillars,0,23,bare005,0.0,0.015519496984779835,0.04999997094273567,"{""backing"": 2.0, ""depth"": 10.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 1.0}"
P94_f25_a05,floor,pillars,0,23,bare005,-20.0,0.0170151274651289,0.04999997094273567,"{""backing"": 2.0, ""depth"": 10.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 1.0}"
P94_f25_a05,floor,pillars,0,23,bare005,20.0,0.01706715114414692,0.04999997094273567,"{""backing"": 2.0, ""depth"": 10.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 1.0}"
P94_f25_a05,floor,pillars,0,23,bare005,-40.0,0.01867811381816864,0.04999997094273567,"{""backing"": 2.0, ""depth"": 10.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 1.0}"
P94_f25_a05,floor,pillars,0,23,bare005,40.0,0.01863902620971203,0.04999997094273567,"{""backing"": 2.0, ""depth"": 10.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pillars"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 1.0}"
