tag,diffuse_frac,power,bulge,lip,pitch,depth,aspect,seal_frac,theta,rho,control
P075_B00_L00_p0550_d50,d100,0.75,0.0,0.0,5.5,50.0,9.090909090909092,0.6475,40.0,0.0023062904365360737,0.049834661185741425
P075_B00_L00_p0750_d20,d00,0.75,0.0,0.0,7.5,20.0,2.6666666666666665,0.6475,0.0,0.003410098608583212,0.04995973780751228
P075_B00_L00_p0750_d20,d00,0.75,0.0,0.0,7.5,20.0,2.6666666666666665,0.6475,-20.0,0.004388917703181505,0.04995772987604141
P075_B00_L00_p0750_d20,d00,0.75,0.0,0.0,7.5,20.0,2.6666666666666665,0.6475,-40.0,0.005047834012657404,0.049999795854091644
P075_B00_L00_p0750_d20,d00,0.75,0.0,0.0,7.5,20.0,2.6666666666666665,0.6475,20.0,0.004367045592516661,0.0499577596783638
P075_B00_L00_p0750_d20,d00,0.75,0.0,0.0,7.5,20.0,2.6666666666666665,0.6475,40.0,0.0049706208519637585,0.04999961704015732
P075_B00_L00_p0750_d20,d76,0.75,0.0,0.0,7.5,20.0,2.6666666666666665,0.6475,0.0,0.00298408605158329,0.04995853453874588
P075_B00_L00_p0750_d20,d76,0.75,0.0,0.0,7.5,20.0,2.6666666666666665,0.6475,-20.0,0.0032060290686786175,0.049955904483795166
P075_B00_L00_p0750_d20,d76,0.75,0.0,0.0,7.5,20.0,2.6666666666666665,0.6475,-40.0,0.0037714545615017414,0.04996725544333458
P075_B00_L00_p0750_d20,d76,0.75,0.0,0.0,7.5,20.0,2.6666666666666665,0.6475,20.0,0.003186586080119014,0.04995623603463173
P075_B00_L00_p0750_d20,d76,0.75,0.0,0.0,7.5,20.0,2.6666666666666665,0.6475,40.0,0.003713291371241212,0.049966853111982346
P075_B00_L00_p0750_d20,d100,0.75,0.0,0.0,7.5,20.0,2.6666666666666665,0.6475,0.0,0.003140080254524946,0.04995805397629738
P075_B00_L00_p0750_d20,d100,0.75,0.0,0.0,7.5,20.0,2.6666666666666665,0.6475,-20.0,0.0032282182946801186,0.049955103546381
P075_B00_L00_p0750_d20,d100,0.75,0.0,0.0,7.5,20.0,2.6666666666666665,0.6475,-40.0,0.003754378529265523,0.049956824630498886
P075_B00_L00_p0750_d20,d100,0.75,0.0,0.0,7.5,20.0,2.6666666666666665,0.6475,20.0,0.003208954120054841,0.04995568096637726
P075_B00_L00_p0750_d20,d100,0.75,0.0,0.0,7.5,20.0,2.6666666666666665,0.6475,40.0,0.0037118897307664156,0.049956146627664566
P075_B00_L00_p0750_d30,d00,0.75,0.0,0.0,7.5,30.0,4.0,0.6475,0.0,0.0025659282691776752,0.049919493496418
P075_B00_L00_p0750_d30,d00,0.75,0.0,0.0,7.5,30.0,4.0,0.6475,-20.0,0.0023961446713656187,0.04991445690393448
P075_B00_L00_p0750_d30,d00,0.75,0.0,0.0,7.5,30.0,4.0,0.6475,-40.0,0.0030721721705049276,0.04999953880906105
P075_B00_L00_p0750_d30,d00,0.75,0.0,0.0,7.5,30.0,4.0,0.6475,20.0,0.00250476086512208,0.04991494491696358
P075_B00_L00_p0750_d30,d00,0.75,0.0,0.0,7.5,30.0,4.0,0.6475,40.0,0.0031223976984620094,0.04999703913927078
P075_B00_L00_p0750_d30,d76,0.75,0.0,0.0,7.5,30.0,4.0,0.6475,0.0,0.0021445699967443943,0.04991655424237251
P075_B00_L00_p0750_d30,d76,0.75,0.0,0.0,7.5,30.0,4.0,0.6475,-20.0,0.0022728133480995893,0.04991092160344124
P075_B00_L00_p0750_d30,d76,0.75,0.0,0.0,7.5,30.0,4.0,0.6475,-40.0,0.002939936239272356,0.04993215575814247
P075_B00_L00_p0750_d30,d76,0.75,0.0,0.0,7.5,30.0,4.0,0.6475,20.0,0.002351450966671109,0.04991116374731064
P075_B00_L00_p0750_d30,d76,0.75,0.0,0.0,7.5,30.0,4.0,0.6475,40.0,0.0029664922039955854,0.04993082955479622
P075_B00_L00_p0750_d30,d100,0.75,0.0,0.0,7.5,30.0,4.0,0.6475,0.0,0.002206091769039631,0.04991554841399193
P075_B00_L00_p0750_d30,d100,0.75,0.0,0.0,7.5,30.0,4.0,0.6475,-20.0,0.0024108963552862406,0.049909740686416626
P075_B00_L00_p0750_d30,d100,0.75,0.0,0.0,7.5,30.0,4.0,0.6475,-40.0,0.0031262231059372425,0.049911126494407654
P075_B00_L00_p0750_d30,d100,0.75,0.0,0.0,7.5,30.0,4.0,0.6475,20.0,0.002506148535758257,0.04990994930267334
P075_B00_L00_p0750_d30,d100,0.75,0.0,0.0,7.5,30.0,4.0,0.6475,40.0,0.0031577488407492638,0.049910031259059906
P075_B00_L00_p0750_d40,d00,0.75,0.0,0.0,7.5,40.0,5.333333333333333,0.6475,0.0,0.0021788852754980326,0.049920760095119476
P075_B00_L00_p0750_d40,d00,0.75,0.0,0.0,7.5,40.0,5.333333333333333,0.6475,-20.0,0.0018879277631640434,0.04991712421178818
P075_B00_L00_p0750_d40,d00,0.75,0.0,0.0,7.5,40.0,5.333333333333333,0.6475,-40.0,0.0024861018173396587,0.050003327429294586
P075_B00_L00_p0750_d40,d00,0.75,0.0,0.0,7.5,40.0,5.333333333333333,0.6475,20.0,0.0018590142717584968,0.04991715028882027
P075_B00_L00_p0750_d40,d00,0.75,0.0,0.0,7.5,40.0,5.333333333333333,0.6475,40.0,0.002497017616406083,0.050000790506601334
P075_B00_L00_p0750_d40,d76,0.75,0.0,0.0,7.5,40.0,5.333333333333333,0.6475,0.0,0.0016294552478939295,0.049918100237846375
P075_B00_L00_p0750_d40,d76,0.75,0.0,0.0,7.5,40.0,5.333333333333333,0.6475,-20.0,0.0018663944210857153,0.04991365596652031
P075_B00_L00_p0750_d40,d76,0.75,0.0,0.0,7.5,40.0,5.333333333333333,0.6475,-40.0,0.0025239656679332256,0.04993175342679024
P075_B00_L00_p0750_d40,d76,0.75,0.0,0.0,7.5,40.0,5.333333333333333,0.6475,20.0,0.0018344573909416795,0.04991370439529419
P075_B00_L00_p0750_d40,d76,0.75,0.0,0.0,7.5,40.0,5.333333333333333,0.6475,40.0,0.002514258027076721,0.049931857734918594
P075_B00_L00_p0750_d40,d100,0.75,0.0,0.0,7.5,40.0,5.333333333333333,0.6475,0.0,0.00161579845007509,0.049917060881853104
P075_B00_L00_p0750_d40,d100,0.75,0.0,0.0,7.5,40.0,5.333333333333333,0.6475,-20.0,0.002009659307077527,0.04991239681839943
P075_B00_L00_p0750_d40,d100,0.75,0.0,0.0,7.5,40.0,5.333333333333333,0.6475,-40.0,0.002732333028689027,0.0499102883040905
P075_B00_L00_p0750_d40,d100,0.75,0.0,0.0,7.5,40.0,5.333333333333333,0.6475,20.0,0.0019669639877974987,0.049912773072719574
P075_B00_L00_p0750_d40,d100,0.75,0.0,0.0,7.5,40.0,5.333333333333333,0.6475,40.0,0.0026668990030884743,0.04990997910499573
P075_B00_L00_p0750_d50,d00,0.75,0.0,0.0,7.5,50.0,6.666666666666667,0.6475,0.0,0.002064197324216366,0.049913421273231506
P075_B00_L00_p0750_d50,d00,0.75,0.0,0.0,7.5,50.0,6.666666666666667,0.6475,-20.0,0.0017131640342995524,0.04990344122052193
P075_B00_L00_p0750_d50,d00,0.75,0.0,0.0,7.5,50.0,6.666666666666667,0.6475,-40.0,0.0025910695549100637,0.05000114068388939
P075_B00_L00_p0750_d50,d00,0.75,0.0,0.0,7.5,50.0,6.666666666666667,0.6475,20.0,0.0016536415787413716,0.049903787672519684
P075_B00_L00_p0750_d50,d00,0.75,0.0,0.0,7.5,50.0,6.666666666666667,0.6475,40.0,0.0025875032879412174,0.05000196769833565
P075_B00_L00_p0750_d50,d76,0.75,0.0,0.0,7.5,50.0,6.666666666666667,0.6475,0.0,0.0014439027290791273,0.04991026222705841
P075_B00_L00_p0750_d50,d76,0.75,0.0,0.0,7.5,50.0,6.666666666666667,0.6475,-20.0,0.0016699512489140034,0.049898386001586914
P075_B00_L00_p0750_d50,d76,0.75,0.0,0.0,7.5,50.0,6.666666666666667,0.6475,-40.0,0.0024433548096567392,0.04992646351456642
P075_B00_L00_p0750_d50,d76,0.75,0.0,0.0,7.5,50.0,6.666666666666667,0.6475,20.0,0.0016556092305108905,0.049899809062480927
P075_B00_L00_p0750_d50,d76,0.75,0.0,0.0,7.5,50.0,6.666666666666667,0.6475,40.0,0.002419660799205303,0.04992539435625076
P075_B00_L00_p0750_d50,d100,0.75,0.0,0.0,7.5,50.0,6.666666666666667,0.6475,0.0,0.0013934738235548139,0.04990965873003006
P075_B00_L00_p0750_d50,d100,0.75,0.0,0.0,7.5,50.0,6.666666666666667,0.6475,-20.0,0.0018347729928791523,0.04989706352353096
P075_B00_L00_p0750_d50,d100,0.75,0.0,0.0,7.5,50.0,6.666666666666667,0.6475,-40.0,0.0026006288826465607,0.04990227520465851
P075_B00_L00_p0750_d50,d100,0.75,0.0,0.0,7.5,50.0,6.666666666666667,0.6475,20.0,0.001803477294743061,0.04989847168326378
P075_B00_L00_p0750_d50,d100,0.75,0.0,0.0,7.5,50.0,6.666666666666667,0.6475,40.0,0.0025263868737965822,0.049900926649570465
P075_B00_L00_p1100_d20,d00,0.75,0.0,0.0,11.0,20.0,1.8181818181818181,0.6475,0.0,0.007610775064677,0.04997323080897331
P075_B00_L00_p1100_d20,d00,0.75,0.0,0.0,11.0,20.0,1.8181818181818181,0.6475,-20.0,0.009122905321419239,0.04997199401259422
P075_B00_L00_p1100_d20,d00,0.75,0.0,0.0,11.0,20.0,1.8181818181818181,0.6475,-40.0,0.009495258331298828,0.04999908432364464
P075_B00_L00_p1100_d20,d00,0.75,0.0,0.0,11.0,20.0,1.8181818181818181,0.6475,20.0,0.009060109034180641,0.049971260130405426
P075_B00_L00_p1100_d20,d00,0.75,0.0,0.0,11.0,20.0,1.8181818181818181,0.6475,40.0,0.008996348828077316,0.05000055581331253
P075_B00_L00_p1100_d20,d76,0.75,0.0,0.0,11.0,20.0,1.8181818181818181,0.6475,0.0,0.004558920860290527,0.04997242987155914
P075_B00_L00_p1100_d20,d76,0.75,0.0,0.0,11.0,20.0,1.8181818181818181,0.6475,-20.0,0.004754762165248394,0.04997086524963379
P075_B00_L00_p1100_d20,d76,0.75,0.0,0.0,11.0,20.0,1.8181818181818181,0.6475,-40.0,0.005139649845659733,0.049977052956819534
P075_B00_L00_p1100_d20,d76,0.75,0.0,0.0,11.0,20.0,1.8181818181818181,0.6475,20.0,0.004727240186184645,0.04997016116976738
P075_B00_L00_p1100_d20,d76,0.75,0.0,0.0,11.0,20.0,1.8181818181818181,0.6475,40.0,0.0050742169842123985,0.04997754842042923
P075_B00_L00_p1100_d20,d100,0.75,0.0,0.0,11.0,20.0,1.8181818181818181,0.6475,0.0,0.004362334962934256,0.04997202381491661
P075_B00_L00_p1100_d20,d100,0.75,0.0,0.0,11.0,20.0,1.8181818181818181,0.6475,-20.0,0.004278205800801516,0.0499705970287323
P075_B00_L00_p1100_d20,d100,0.75,0.0,0.0,11.0,20.0,1.8181818181818181,0.6475,-40.0,0.004554792772978544,0.049970827996730804
P075_B00_L00_p1100_d20,d100,0.75,0.0,0.0,11.0,20.0,1.8181818181818181,0.6475,20.0,0.004239470697939396,0.049969933927059174
P075_B00_L00_p1100_d20,d100,0.75,0.0,0.0,11.0,20.0,1.8181818181818181,0.6475,40.0,0.00457936804741621,0.04997030273079872
P075_B00_L00_p1100_d30,d00,0.75,0.0,0.0,11.0,30.0,2.727272727272727,0.6475,0.0,0.0034957416355609894,0.04995158314704895
P075_B00_L00_p1100_d30,d00,0.75,0.0,0.0,11.0,30.0,2.727272727272727,0.6475,-20.0,0.004525641445070505,0.04995272308588028
P075_B00_L00_p1100_d30,d00,0.75,0.0,0.0,11.0,30.0,2.727272727272727,0.6475,-40.0,0.0051145306788384914,0.04999834671616554
P075_B00_L00_p1100_d30,d00,0.75,0.0,0.0,11.0,30.0,2.727272727272727,0.6475,20.0,0.004203216638416052,0.04995374381542206
P075_B00_L00_p1100_d30,d00,0.75,0.0,0.0,11.0,30.0,2.727272727272727,0.6475,40.0,0.0046819220297038555,0.04999902844429016
P075_B00_L00_p1100_d30,d76,0.75,0.0,0.0,11.0,30.0,2.727272727272727,0.6475,0.0,0.0030437898822128773,0.04995017871260643
P075_B00_L00_p1100_d30,d76,0.75,0.0,0.0,11.0,30.0,2.727272727272727,0.6475,-20.0,0.003278272459283471,0.049950819462537766
P075_B00_L00_p1100_d30,d76,0.75,0.0,0.0,11.0,30.0,2.727272727272727,0.6475,-40.0,0.0038152881897985935,0.04995855689048767
P075_B00_L00_p1100_d30,d76,0.75,0.0,0.0,11.0,30.0,2.727272727272727,0.6475,20.0,0.0031009966041892767,0.04995204880833626
P075_B00_L00_p1100_d30,d76,0.75,0.0,0.0,11.0,30.0,2.727272727272727,0.6475,40.0,0.0036456622183322906,0.049958448857069016
P075_B00_L00_p1100_d30,d100,0.75,0.0,0.0,11.0,30.0,2.727272727272727,0.6475,0.0,0.0032165558077394962,0.049949418753385544
P075_B00_L00_p1100_d30,d100,0.75,0.0,0.0,11.0,30.0,2.727272727272727,0.6475,-20.0,0.0033175027929246426,0.04995005205273628
P075_B00_L00_p1100_d30,d100,0.75,0.0,0.0,11.0,30.0,2.727272727272727,0.6475,-40.0,0.0038270961958914995,0.049945686012506485
P075_B00_L00_p1100_d30,d100,0.75,0.0,0.0,11.0,30.0,2.727272727272727,0.6475,20.0,0.0031031733378767967,0.049951501190662384
P075_B00_L00_p1100_d30,d100,0.75,0.0,0.0,11.0,30.0,2.727272727272727,0.6475,40.0,0.0036815516650676727,0.04994557797908783
P075_B00_L00_p1100_d40,d00,0.75,0.0,0.0,11.0,40.0,3.6363636363636362,0.6475,0.0,0.0028451113030314445,0.049958735704422
P075_B00_L00_p1100_d40,d00,0.75,0.0,0.0,11.0,40.0,3.6363636363636362,0.6475,-20.0,0.0027681998908519745,0.049956776201725006
P075_B00_L00_p1100_d40,d00,0.75,0.0,0.0,11.0,40.0,3.6363636363636362,0.6475,-40.0,0.0031814442481845617,0.04999711364507675
P075_B00_L00_p1100_d40,d00,0.75,0.0,0.0,11.0,40.0,3.6363636363636362,0.6475,20.0,0.0028936315793544054,0.04995578154921532
P075_B00_L00_p1100_d40,d00,0.75,0.0,0.0,11.0,40.0,3.6363636363636362,0.6475,40.0,0.003162793116644025,0.04999686777591705
P075_B00_L00_p1100_d40,d76,0.75,0.0,0.0,11.0,40.0,3.6363636363636362,0.6475,0.0,0.0025114985182881355,0.049957070499658585
P075_B00_L00_p1100_d40,d76,0.75,0.0,0.0,11.0,40.0,3.6363636363636362,0.6475,-20.0,0.0025107082910835743,0.049954574555158615
P075_B00_L00_p1100_d40,d76,0.75,0.0,0.0,11.0,40.0,3.6363636363636362,0.6475,-40.0,0.0031189932487905025,0.04996415600180626
P075_B00_L00_p1100_d40,d76,0.75,0.0,0.0,11.0,40.0,3.6363636363636362,0.6475,20.0,0.002615368692204356,0.0499541275203228
P075_B00_L00_p1100_d40,d76,0.75,0.0,0.0,11.0,40.0,3.6363636363636362,0.6475,40.0,0.0031662683468312025,0.04996281862258911
P075_B00_L00_p1100_d40,d100,0.75,0.0,0.0,11.0,40.0,3.6363636363636362,0.6475,0.0,0.002614187076687813,0.0499565452337265
P075_B00_L00_p1100_d40,d100,0.75,0.0,0.0,11.0,40.0,3.6363636363636362,0.6475,-20.0,0.0026567953173071146,0.049954235553741455
P075_B00_L00_p1100_d40,d100,0.75,0.0,0.0,11.0,40.0,3.6363636363636362,0.6475,-40.0,0.0033366261050105095,0.049954067915678024
P075_B00_L00_p1100_d40,d100,0.75,0.0,0.0,11.0,40.0,3.6363636363636362,0.6475,20.0,0.0027478262782096863,0.04995374009013176
P075_B00_L00_p1100_d40,d100,0.75,0.0,0.0,11.0,40.0,3.6363636363636362,0.6475,40.0,0.0033927494660019875,0.04995276406407356
P075_B00_L00_p1100_d50,d00,0.75,0.0,0.0,11.0,50.0,4.545454545454546,0.6475,0.0,0.002419872209429741,0.04996170848608017
P075_B00_L00_p1100_d50,d00,0.75,0.0,0.0,11.0,50.0,4.545454545454546,0.6475,-20.0,0.0021152589470148087,0.049955762922763824
P075_B00_L00_p1100_d50,d00,0.75,0.0,0.0,11.0,50.0,4.545454545454546,0.6475,-40.0,0.0026796311140060425,0.050000373274087906
P075_B00_L00_p1100_d50,d00,0.75,0.0,0.0,11.0,50.0,4.545454545454546,0.6475,20.0,0.0021076074335724115,0.04995677247643471
P075_B00_L00_p1100_d50,d00,0.75,0.0,0.0,11.0,50.0,4.545454545454546,0.6475,40.0,0.002692145062610507,0.0500018410384655
P075_B00_L00_p1100_d50,d76,0.75,0.0,0.0,11.0,50.0,4.545454545454546,0.6475,0.0,0.001975345192477107,0.0499601736664772
P075_B00_L00_p1100_d50,d76,0.75,0.0,0.0,11.0,50.0,4.545454545454546,0.6475,-20.0,0.0020535264629870653,0.049953579902648926
P075_B00_L00_p1100_d50,d76,0.75,0.0,0.0,11.0,50.0,4.545454545454546,0.6475,-40.0,0.002700615208595991,0.049965750426054
P075_B00_L00_p1100_d50,d76,0.75,0.0,0.0,11.0,50.0,4.545454545454546,0.6475,20.0,0.002019229345023632,0.04995536431670189
P075_B00_L00_p1100_d50,d76,0.75,0.0,0.0,11.0,50.0,4.545454545454546,0.6475,40.0,0.002740483731031418,0.04996633902192116
P075_B00_L00_p1100_d50,d100,0.75,0.0,0.0,11.0,50.0,4.545454545454546,0.6475,0.0,0.0020265693310648203,0.04995984584093094
P075_B00_L00_p1100_d50,d100,0.75,0.0,0.0,11.0,50.0,4.545454545454546,0.6475,-20.0,0.0022036214359104633,0.04995303228497505
P075_B00_L00_p1100_d50,d100,0.75,0.0,0.0,11.0,50.0,4.545454545454546,0.6475,-40.0,0.0028910464607179165,0.049955472350120544
P075_B00_L00_p1100_d50,d100,0.75,0.0,0.0,11.0,50.0,4.545454545454546,0.6475,20.0,0.0021763176191598177,0.04995489865541458
P075_B00_L00_p1100_d50,d100,0.75,0.0,0.0,11.0,50.0,4.545454545454546,0.6475,40.0,0.0029262173920869827,0.04995489865541458
P075_B00_L35_p0375_d20,d00,0.75,0.0,0.35,3.75,20.0,5.333333333333333,0.6475,0.0,0.00386021938174963,0.049788638949394226
P075_B00_L35_p0375_d20,d00,0.75,0.0,0.35,3.75,20.0,5.333333333333333,0.6475,-20.0,0.005393526516854763,0.049785345792770386
P075_B00_L35_p0375_d20,d00,0.75,0.0,0.35,3.75,20.0,5.333333333333333,0.6475,-40.0,0.00607649888843298,0.049996186047792435
P075_B00_L35_p0375_d20,d00,0.75,0.0,0.35,3.75,20.0,5.333333333333333,0.6475,20.0,0.005332218948751688,0.04979229345917702
P075_B00_L35_p0375_d20,d00,0.75,0.0,0.35,3.75,20.0,5.333333333333333,0.6475,40.0,0.00607101246714592,0.049994684755802155
P075_B00_L35_p0375_d20,d76,0.75,0.0,0.35,3.75,20.0,5.333333333333333,0.6475,0.0,0.003380638314411044,0.04978053271770477
P075_B00_L35_p0375_d20,d76,0.75,0.0,0.35,3.75,20.0,5.333333333333333,0.6475,-20.0,0.0036269130650907755,0.049778010696172714
P075_B00_L35_p0375_d20,d76,0.75,0.0,0.35,3.75,20.0,5.333333333333333,0.6475,-40.0,0.004097701516002417,0.04982813075184822
P075_B00_L35_p0375_d20,d76,0.75,0.0,0.35,3.75,20.0,5.333333333333333,0.6475,20.0,0.0036322674714028835,0.04978344589471817
P075_B00_L35_p0375_d20,d76,0.75,0.0,0.35,3.75,20.0,5.333333333333333,0.6475,40.0,0.004116560332477093,0.049825042486190796
P075_B00_L35_p0375_d20,d100,0.75,0.0,0.35,3.75,20.0,5.333333333333333,0.6475,0.0,0.003651911159977317,0.04977875575423241
P075_B00_L35_p0375_d20,d100,0.75,0.0,0.35,3.75,20.0,5.333333333333333,0.6475,-20.0,0.003699443070217967,0.049775198101997375
P075_B00_L35_p0375_d20,d100,0.75,0.0,0.35,3.75,20.0,5.333333333333333,0.6475,-40.0,0.004138177260756493,0.04977502301335335
P075_B00_L35_p0375_d20,d100,0.75,0.0,0.35,3.75,20.0,5.333333333333333,0.6475,20.0,0.003717408049851656,0.04978000000119209
P075_B00_L35_p0375_d20,d100,0.75,0.0,0.35,3.75,20.0,5.333333333333333,0.6475,40.0,0.004132034257054329,0.04976970702409744
P075_B00_L35_p0375_d30,d00,0.75,0.0,0.35,3.75,30.0,8.0,0.6475,0.0,0.0026362286880612373,0.04965703934431076
P075_B00_L35_p0375_d30,d00,0.75,0.0,0.35,3.75,30.0,8.0,0.6475,-20.0,0.002651500515639782,0.049644626677036285
P075_B00_L35_p0375_d30,d00,0.75,0.0,0.35,3.75,30.0,8.0,0.6475,-40.0,0.003520733444020152,0.049994196742773056
P075_B00_L35_p0375_d30,d00,0.75,0.0,0.35,3.75,30.0,8.0,0.6475,20.0,0.002670728135854006,0.049637436866760254
P075_B00_L35_p0375_d30,d00,0.75,0.0,0.35,3.75,30.0,8.0,0.6475,40.0,0.003414420410990715,0.04998966306447983
P075_B00_L35_p0375_d30,d76,0.75,0.0,0.35,3.75,30.0,8.0,0.6475,0.0,0.0024135506246238947,0.04964536800980568
P075_B00_L35_p0375_d30,d76,0.75,0.0,0.35,3.75,30.0,8.0,0.6475,-20.0,0.0025165658444166183,0.049630049616098404
P075_B00_L35_p0375_d30,d76,0.75,0.0,0.35,3.75,30.0,8.0,0.6475,-40.0,0.003198265330865979,0.04970915988087654
P075_B00_L35_p0375_d30,d76,0.75,0.0,0.35,3.75,30.0,8.0,0.6475,20.0,0.0025450189132243395,0.049621500074863434
P075_B00_L35_p0375_d30,d76,0.75,0.0,0.35,3.75,30.0,8.0,0.6475,40.0,0.003205359447747469,0.04971374571323395
P075_B00_L35_p0375_d30,d100,0.75,0.0,0.35,3.75,30.0,8.0,0.6475,0.0,0.002575612859800458,0.049641165882349014
P075_B00_L35_p0375_d30,d100,0.75,0.0,0.35,3.75,30.0,8.0,0.6475,-20.0,0.002715878887102008,0.049625687301158905
P075_B00_L35_p0375_d30,d100,0.75,0.0,0.35,3.75,30.0,8.0,0.6475,-40.0,0.0033484918531030416,0.04962199926376343
P075_B00_L35_p0375_d30,d100,0.75,0.0,0.35,3.75,30.0,8.0,0.6475,20.0,0.0027406730223447084,0.04961603507399559
P075_B00_L35_p0375_d30,d100,0.75,0.0,0.35,3.75,30.0,8.0,0.6475,40.0,0.0033709013368934393,0.049626123160123825
P075_B00_L35_p0375_d40,d00,0.75,0.0,0.35,3.75,40.0,10.666666666666666,0.6475,0.0,0.002326474990695715,0.0496617816388607
P075_B00_L35_p0375_d40,d00,0.75,0.0,0.35,3.75,40.0,10.666666666666666,0.6475,-20.0,0.002117031253874302,0.04964746534824371
P075_B00_L35_p0375_d40,d00,0.75,0.0,0.35,3.75,40.0,10.666666666666666,0.6475,-40.0,0.003033130895346403,0.04998941719532013
P075_B00_L35_p0375_d40,d00,0.75,0.0,0.35,3.75,40.0,10.666666666666666,0.6475,20.0,0.002108158776536584,0.049648672342300415
P075_B00_L35_p0375_d40,d00,0.75,0.0,0.35,3.75,40.0,10.666666666666666,0.6475,40.0,0.0030097072012722492,0.04999789595603943
P075_B00_L35_p0375_d40,d76,0.75,0.0,0.35,3.75,40.0,10.666666666666666,0.6475,0.0,0.001927207107655704,0.04964977130293846
P075_B00_L35_p0375_d40,d76,0.75,0.0,0.35,3.75,40.0,10.666666666666666,0.6475,-20.0,0.0020948259625583887,0.04963279142975807
P075_B00_L35_p0375_d40,d76,0.75,0.0,0.35,3.75,40.0,10.666666666666666,0.6475,-40.0,0.0027602300979197025,0.049723997712135315
P075_B00_L35_p0375_d40,d76,0.75,0.0,0.35,3.75,40.0,10.666666666666666,0.6475,20.0,0.0020586601458489895,0.049633294343948364
P075_B00_L35_p0375_d40,d76,0.75,0.0,0.35,3.75,40.0,10.666666666666666,0.6475,40.0,0.0027963784523308277,0.04972369968891144
P075_B00_L35_p0375_d40,d100,0.75,0.0,0.35,3.75,40.0,10.666666666666666,0.6475,0.0,0.0019653956405818462,0.04964645951986313
P075_B00_L35_p0375_d40,d100,0.75,0.0,0.35,3.75,40.0,10.666666666666666,0.6475,-20.0,0.0022499514743685722,0.04962792992591858
P075_B00_L35_p0375_d40,d100,0.75,0.0,0.35,3.75,40.0,10.666666666666666,0.6475,-40.0,0.0028907812666147947,0.049638908356428146
P075_B00_L35_p0375_d40,d100,0.75,0.0,0.35,3.75,40.0,10.666666666666666,0.6475,20.0,0.0022474154829978943,0.04962833598256111
P075_B00_L35_p0375_d40,d100,0.75,0.0,0.35,3.75,40.0,10.666666666666666,0.6475,40.0,0.0028987068217247725,0.0496382936835289
P075_B00_L35_p0375_d50,d00,0.75,0.0,0.35,3.75,50.0,13.333333333333334,0.6475,0.0,0.002245585434138775,0.049659084528684616
P075_B00_L35_p0375_d50,d00,0.75,0.0,0.35,3.75,50.0,13.333333333333334,0.6475,-20.0,0.0019175028428435326,0.049640871584415436
P075_B00_L35_p0375_d50,d00,0.75,0.0,0.35,3.75,50.0,13.333333333333334,0.6475,-40.0,0.0030463540460914373,0.049983661621809006
P075_B00_L35_p0375_d50,d00,0.75,0.0,0.35,3.75,50.0,13.333333333333334,0.6475,20.0,0.0018232978181913495,0.049639612436294556
P075_B00_L35_p0375_d50,d00,0.75,0.0,0.35,3.75,50.0,13.333333333333334,0.6475,40.0,0.0029931787867099047,0.04998140037059784
P075_B00_L35_p0375_d50,d76,0.75,0.0,0.35,3.75,50.0,13.333333333333334,0.6475,0.0,0.0016758054262027144,0.04964696988463402
P075_B00_L35_p0375_d50,d76,0.75,0.0,0.35,3.75,50.0,13.333333333333334,0.6475,-20.0,0.0018576066941022873,0.0496254563331604
P075_B00_L35_p0375_d50,d76,0.75,0.0,0.35,3.75,50.0,13.333333333333334,0.6475,-40.0,0.0026140070986002684,0.049713458865880966
P075_B00_L35_p0375_d50,d76,0.75,0.0,0.35,3.75,50.0,13.333333333333334,0.6475,20.0,0.0018167205853387713,0.04962662234902382
P075_B00_L35_p0375_d50,d76,0.75,0.0,0.35,3.75,50.0,13.333333333333334,0.6475,40.0,0.002622953848913312,0.04970971867442131
P075_B00_L35_p0375_d50,d100,0.75,0.0,0.35,3.75,50.0,13.333333333333334,0.6475,0.0,0.0016236078226938844,0.04964382201433182
P075_B00_L35_p0375_d50,d100,0.75,0.0,0.35,3.75,50.0,13.333333333333334,0.6475,-20.0,0.002007176633924246,0.04962059482932091
P075_B00_L35_p0375_d50,d100,0.75,0.0,0.35,3.75,50.0,13.333333333333334,0.6475,-40.0,0.002685253508388996,0.04962991550564766
P075_B00_L35_p0375_d50,d100,0.75,0.0,0.35,3.75,50.0,13.333333333333334,0.6475,20.0,0.001970201963558793,0.049621500074863434
P075_B00_L35_p0375_d50,d100,0.75,0.0,0.35,3.75,50.0,13.333333333333334,0.6475,40.0,0.002656579250469804,0.049625180661678314
P075_B00_L35_p0550_d20,d00,0.75,0.0,0.35,5.5,20.0,3.6363636363636362,0.6475,0.0,0.010987031273543835,0.04989220201969147
P075_B00_L35_p0550_d20,d00,0.75,0.0,0.35,5.5,20.0,3.6363636363636362,0.6475,-20.0,0.012592029757797718,0.0498824417591095
P075_B00_L35_p0550_d20,d00,0.75,0.0,0.35,5.5,20.0,3.6363636363636362,0.6475,-40.0,0.01409138273447752,0.04999833554029465
P075_B00_L35_p0550_d20,d00,0.75,0.0,0.35,5.5,20.0,3.6363636363636362,0.6475,20.0,0.01254721637815237,0.04988256096839905
P075_B00_L35_p0550_d20,d00,0.75,0.0,0.35,5.5,20.0,3.6363636363636362,0.6475,40.0,0.014043365605175495,0.04999350383877754
P075_B00_L35_p0550_d20,d76,0.75,0.0,0.35,5.5,20.0,3.6363636363636362,0.6475,0.0,0.0050012399442493916,0.04988706111907959
