tag,material,power,bulge,pitch,depth,aspect,theta,rho,control
P015_B25_p0550_d30,glossy,0.15,0.25,5.5,30.0,5.454545454545454,20.0,7.629492756677791e-05,0.049830272793769836
P015_B25_p0550_d30,glossy,0.15,0.25,5.5,30.0,5.454545454545454,40.0,0.00014600533177144825,0.04981856048107147
P015_B25_p0550_d30,fresnel,0.15,0.25,5.5,30.0,5.454545454545454,0.0,0.003221112536266446,0.049846358597278595
P015_B25_p0550_d30,fresnel,0.15,0.25,5.5,30.0,5.454545454545454,-20.0,0.003377888584509492,0.049843721091747284
P015_B25_p0550_d30,fresnel,0.15,0.25,5.5,30.0,5.454545454545454,-40.0,0.003897094866260886,0.04987272992730141
P015_B25_p0550_d30,fresnel,0.15,0.25,5.5,30.0,5.454545454545454,20.0,0.0033589196391403675,0.04984293505549431
P015_B25_p0550_d30,fresnel,0.15,0.25,5.5,30.0,5.454545454545454,40.0,0.0038416869938373566,0.04987330362200737
P015_B25_p0550_d40,glossy,0.15,0.25,5.5,40.0,7.2727272727272725,0.0,5.929305189056322e-05,0.04983947426080704
P015_B25_p0550_d40,glossy,0.15,0.25,5.5,40.0,7.2727272727272725,-20.0,5.994410821585916e-05,0.049824319779872894
P015_B25_p0550_d40,glossy,0.15,0.25,5.5,40.0,7.2727272727272725,-40.0,9.046205377671868e-05,0.049822259694337845
P015_B25_p0550_d40,glossy,0.15,0.25,5.5,40.0,7.2727272727272725,20.0,5.763845911133103e-05,0.04982666298747063
P015_B25_p0550_d40,glossy,0.15,0.25,5.5,40.0,7.2727272727272725,40.0,8.84944383869879e-05,0.04981650039553642
P015_B25_p0550_d40,fresnel,0.15,0.25,5.5,40.0,7.2727272727272725,0.0,0.0025311950594186783,0.049850381910800934
P015_B25_p0550_d40,fresnel,0.15,0.25,5.5,40.0,7.2727272727272725,-20.0,0.0026402815710753202,0.04983728006482124
P015_B25_p0550_d40,fresnel,0.15,0.25,5.5,40.0,7.2727272727272725,-40.0,0.00312042236328125,0.04987214133143425
P015_B25_p0550_d40,fresnel,0.15,0.25,5.5,40.0,7.2727272727272725,20.0,0.0025888141244649887,0.049839507788419724
P015_B25_p0550_d40,fresnel,0.15,0.25,5.5,40.0,7.2727272727272725,40.0,0.0031188263092190027,0.04987052083015442
P015_B25_p0550_d50,glossy,0.15,0.25,5.5,50.0,9.090909090909092,0.0,5.7748871768126264e-05,0.04982960969209671
P015_B25_p0550_d50,glossy,0.15,0.25,5.5,50.0,9.090909090909092,-20.0,5.3081435908097774e-05,0.04982846975326538
P015_B25_p0550_d50,glossy,0.15,0.25,5.5,50.0,9.090909090909092,-40.0,7.460753113264218e-05,0.04981686547398567
P015_B25_p0550_d50,glossy,0.15,0.25,5.5,50.0,9.090909090909092,20.0,5.2258666983107105e-05,0.04982936382293701
P015_B25_p0550_d50,glossy,0.15,0.25,5.5,50.0,9.090909090909092,40.0,7.241400453494862e-05,0.04982272535562515
P015_B25_p0550_d50,fresnel,0.15,0.25,5.5,50.0,9.090909090909092,0.0,0.0021093254908919334,0.04984170198440552
P015_B25_p0550_d50,fresnel,0.15,0.25,5.5,50.0,9.090909090909092,-20.0,0.002205596072599292,0.04984085261821747
P015_B25_p0550_d50,fresnel,0.15,0.25,5.5,50.0,9.090909090909092,-40.0,0.0028731573838740587,0.04987095668911934
P015_B25_p0550_d50,fresnel,0.15,0.25,5.5,50.0,9.090909090909092,20.0,0.002221494447439909,0.04984135180711746
P015_B25_p0550_d50,fresnel,0.15,0.25,5.5,50.0,9.090909090909092,40.0,0.002830757526680827,0.04987620934844017
P015_B25_p0750_d20,glossy,0.15,0.25,7.5,20.0,2.6666666666666665,0.0,0.00021405305596999824,0.04995371773838997
P015_B25_p0750_d20,glossy,0.15,0.25,7.5,20.0,2.6666666666666665,-20.0,0.0005157870473340154,0.04995159059762955
P015_B25_p0750_d20,glossy,0.15,0.25,7.5,20.0,2.6666666666666665,-40.0,0.0017604103777557611,0.049952976405620575
P015_B25_p0750_d20,glossy,0.15,0.25,7.5,20.0,2.6666666666666665,20.0,0.0004998643998987973,0.049951113760471344
P015_B25_p0750_d20,glossy,0.15,0.25,7.5,20.0,2.6666666666666665,40.0,0.0017276539001613855,0.049953997135162354
P015_B25_p0750_d20,fresnel,0.15,0.25,7.5,20.0,2.6666666666666665,0.0,0.007811961695551872,0.049957118928432465
P015_B25_p0750_d20,fresnel,0.15,0.25,7.5,20.0,2.6666666666666665,-20.0,0.007711564190685749,0.04995538666844368
P015_B25_p0750_d20,fresnel,0.15,0.25,7.5,20.0,2.6666666666666665,-40.0,0.008523191325366497,0.04996686801314354
P015_B25_p0750_d20,fresnel,0.15,0.25,7.5,20.0,2.6666666666666665,20.0,0.007633078843355179,0.049955010414123535
P015_B25_p0750_d20,fresnel,0.15,0.25,7.5,20.0,2.6666666666666665,40.0,0.008577930741012096,0.049967337399721146
P015_B25_p0750_d30,glossy,0.15,0.25,7.5,30.0,4.0,0.0,7.991868915269151e-05,0.0499085932970047
P015_B25_p0750_d30,glossy,0.15,0.25,7.5,30.0,4.0,-20.0,0.00010976802150253206,0.04990359768271446
P015_B25_p0750_d30,glossy,0.15,0.25,7.5,30.0,4.0,-40.0,0.00044094710028730333,0.04990450292825699
P015_B25_p0750_d30,glossy,0.15,0.25,7.5,30.0,4.0,20.0,0.0001144971902249381,0.049905356019735336
P015_B25_p0750_d30,glossy,0.15,0.25,7.5,30.0,4.0,40.0,0.00046565436059609056,0.04990372061729431
P015_B25_p0750_d30,fresnel,0.15,0.25,7.5,30.0,4.0,0.0,0.004312044475227594,0.049915313720703125
P015_B25_p0750_d30,fresnel,0.15,0.25,7.5,30.0,4.0,-20.0,0.0048431106843054295,0.04991091787815094
P015_B25_p0750_d30,fresnel,0.15,0.25,7.5,30.0,4.0,-40.0,0.005023010075092316,0.049932658672332764
P015_B25_p0750_d30,fresnel,0.15,0.25,7.5,30.0,4.0,20.0,0.004961473401635885,0.04991240054368973
P015_B25_p0750_d30,fresnel,0.15,0.25,7.5,30.0,4.0,40.0,0.005067748948931694,0.04993199184536934
P015_B25_p0750_d40,glossy,0.15,0.25,7.5,40.0,5.333333333333333,0.0,5.62897403142415e-05,0.04990765452384949
P015_B25_p0750_d40,glossy,0.15,0.25,7.5,40.0,5.333333333333333,-20.0,6.611826393054798e-05,0.049907054752111435
P015_B25_p0750_d40,glossy,0.15,0.25,7.5,40.0,5.333333333333333,-40.0,0.00014443357940763235,0.04990389198064804
P015_B25_p0750_d40,glossy,0.15,0.25,7.5,40.0,5.333333333333333,20.0,6.525638309540227e-05,0.04990707337856293
P015_B25_p0750_d40,glossy,0.15,0.25,7.5,40.0,5.333333333333333,40.0,0.00014103506691753864,0.04990630969405174
P015_B25_p0750_d40,fresnel,0.15,0.25,7.5,40.0,5.333333333333333,0.0,0.003188713453710079,0.049914274364709854
P015_B25_p0750_d40,fresnel,0.15,0.25,7.5,40.0,5.333333333333333,-20.0,0.0034399887081235647,0.049914099276065826
P015_B25_p0750_d40,fresnel,0.15,0.25,7.5,40.0,5.333333333333333,-40.0,0.0037951318081468344,0.049932774156332016
P015_B25_p0750_d40,fresnel,0.15,0.25,7.5,40.0,5.333333333333333,20.0,0.0033897296525537968,0.049913857132196426
P015_B25_p0750_d40,fresnel,0.15,0.25,7.5,40.0,5.333333333333333,40.0,0.0037245494313538074,0.04993458464741707
P015_B25_p0750_d50,glossy,0.15,0.25,7.5,50.0,6.666666666666667,0.0,4.958909630659036e-05,0.04990588501095772
P015_B25_p0750_d50,glossy,0.15,0.25,7.5,50.0,6.666666666666667,-20.0,5.197219070396386e-05,0.04989209771156311
P015_B25_p0750_d50,glossy,0.15,0.25,7.5,50.0,6.666666666666667,-40.0,9.034131653606892e-05,0.0498957522213459
P015_B25_p0750_d50,glossy,0.15,0.25,7.5,50.0,6.666666666666667,20.0,5.142881491337903e-05,0.049890466034412384
P015_B25_p0750_d50,glossy,0.15,0.25,7.5,50.0,6.666666666666667,40.0,8.879492088453844e-05,0.049895163625478745
P015_B25_p0750_d50,fresnel,0.15,0.25,7.5,50.0,6.666666666666667,0.0,0.0026982531417161226,0.04991236701607704
P015_B25_p0750_d50,fresnel,0.15,0.25,7.5,50.0,6.666666666666667,-20.0,0.0028077310416847467,0.049899209290742874
P015_B25_p0750_d50,fresnel,0.15,0.25,7.5,50.0,6.666666666666667,-40.0,0.003306672442704439,0.04992735758423805
P015_B25_p0750_d50,fresnel,0.15,0.25,7.5,50.0,6.666666666666667,20.0,0.0028077461756765842,0.04989831894636154
P015_B25_p0750_d50,fresnel,0.15,0.25,7.5,50.0,6.666666666666667,40.0,0.0032680989243090153,0.04992636293172836
P015_B25_p1100_d20,glossy,0.15,0.25,11.0,20.0,1.8181818181818181,0.0,0.0018464219756424427,0.0499701052904129
P015_B25_p1100_d20,glossy,0.15,0.25,11.0,20.0,1.8181818181818181,-20.0,0.0022480161860585213,0.04996679723262787
P015_B25_p1100_d20,glossy,0.15,0.25,11.0,20.0,1.8181818181818181,-40.0,0.0030911064241081476,0.049969032406806946
P015_B25_p1100_d20,glossy,0.15,0.25,11.0,20.0,1.8181818181818181,20.0,0.002207238459959626,0.049967169761657715
P015_B25_p1100_d20,glossy,0.15,0.25,11.0,20.0,1.8181818181818181,40.0,0.003181959968060255,0.0499681793153286
P015_B25_p1100_d20,fresnel,0.15,0.25,11.0,20.0,1.8181818181818181,0.0,0.020235737785696983,0.049972161650657654
P015_B25_p1100_d20,fresnel,0.15,0.25,11.0,20.0,1.8181818181818181,-20.0,0.014291289262473583,0.04996922239661217
P015_B25_p1100_d20,fresnel,0.15,0.25,11.0,20.0,1.8181818181818181,-40.0,0.01633276417851448,0.04997764527797699
P015_B25_p1100_d20,fresnel,0.15,0.25,11.0,20.0,1.8181818181818181,20.0,0.013716799207031727,0.049969591200351715
P015_B25_p1100_d20,fresnel,0.15,0.25,11.0,20.0,1.8181818181818181,40.0,0.01602454110980034,0.049977660179138184
P015_B25_p1100_d30,glossy,0.15,0.25,11.0,30.0,2.727272727272727,0.0,0.00020469745504669845,0.04994649440050125
P015_B25_p1100_d30,glossy,0.15,0.25,11.0,30.0,2.727272727272727,-20.0,0.0005265357904136181,0.04994712397456169
P015_B25_p1100_d30,glossy,0.15,0.25,11.0,30.0,2.727272727272727,-40.0,0.001805387786589563,0.04994208365678787
P015_B25_p1100_d30,glossy,0.15,0.25,11.0,30.0,2.727272727272727,20.0,0.0004696387331932783,0.04995006322860718
P015_B25_p1100_d30,glossy,0.15,0.25,11.0,30.0,2.727272727272727,40.0,0.0017909384332597256,0.049943506717681885
P015_B25_p1100_d30,fresnel,0.15,0.25,11.0,30.0,2.727272727272727,0.0,0.0077561489306390285,0.04995031654834747
P015_B25_p1100_d30,fresnel,0.15,0.25,11.0,30.0,2.727272727272727,-20.0,0.00779199181124568,0.04995104670524597
P015_B25_p1100_d30,fresnel,0.15,0.25,11.0,30.0,2.727272727272727,-40.0,0.008498713374137878,0.0499594509601593
P015_B25_p1100_d30,fresnel,0.15,0.25,11.0,30.0,2.727272727272727,20.0,0.007361727301031351,0.04995376616716385
P015_B25_p1100_d30,fresnel,0.15,0.25,11.0,30.0,2.727272727272727,40.0,0.008065537549555302,0.0499601773917675
P015_B25_p1100_d40,glossy,0.15,0.25,11.0,40.0,3.6363636363636362,0.0,9.458648128202185e-05,0.04995333403348923
P015_B25_p1100_d40,glossy,0.15,0.25,11.0,40.0,3.6363636363636362,-20.0,0.0001418232568539679,0.04995132237672806
P015_B25_p1100_d40,glossy,0.15,0.25,11.0,40.0,3.6363636363636362,-40.0,0.0007237735553644598,0.04994847625494003
P015_B25_p1100_d40,glossy,0.15,0.25,11.0,40.0,3.6363636363636362,20.0,0.0001471618452342227,0.04995178431272507
P015_B25_p1100_d40,glossy,0.15,0.25,11.0,40.0,3.6363636363636362,40.0,0.0007706330507062376,0.04994923248887062
P015_B25_p1100_d40,fresnel,0.15,0.25,11.0,40.0,3.6363636363636362,0.0,0.005083128809928894,0.04995641112327576
P015_B25_p1100_d40,fresnel,0.15,0.25,11.0,40.0,3.6363636363636362,-20.0,0.005484726279973984,0.04995450749993324
P015_B25_p1100_d40,fresnel,0.15,0.25,11.0,40.0,3.6363636363636362,-40.0,0.006038891151547432,0.04996331036090851
P015_B25_p1100_d40,fresnel,0.15,0.25,11.0,40.0,3.6363636363636362,20.0,0.00561226811259985,0.04995543137192726
P015_B25_p1100_d40,fresnel,0.15,0.25,11.0,40.0,3.6363636363636362,40.0,0.006093776319175959,0.04996294155716896
P015_B25_p1100_d50,glossy,0.15,0.25,11.0,50.0,4.545454545454546,0.0,6.225975812412798e-05,0.04995627701282501
P015_B25_p1100_d50,glossy,0.15,0.25,11.0,50.0,4.545454545454546,-20.0,8.08787444839254e-05,0.04995279386639595
P015_B25_p1100_d50,glossy,0.15,0.25,11.0,50.0,4.545454545454546,-40.0,0.00025219438248313963,0.0499517060816288
P015_B25_p1100_d50,glossy,0.15,0.25,11.0,50.0,4.545454545454546,20.0,7.986049604369327e-05,0.049951452761888504
P015_B25_p1100_d50,glossy,0.15,0.25,11.0,50.0,4.545454545454546,40.0,0.0002549825294408947,0.049951910972595215
P015_B25_p1100_d50,fresnel,0.15,0.25,11.0,50.0,4.545454545454546,0.0,0.003895451547577977,0.049959152936935425
P015_B25_p1100_d50,fresnel,0.15,0.25,11.0,50.0,4.545454545454546,-20.0,0.0041556344367563725,0.049956124275922775
P015_B25_p1100_d50,fresnel,0.15,0.25,11.0,50.0,4.545454545454546,-40.0,0.004286980722099543,0.049965668469667435
P015_B25_p1100_d50,fresnel,0.15,0.25,11.0,50.0,4.545454545454546,20.0,0.004121301230043173,0.04995521157979965
P015_B25_p1100_d50,fresnel,0.15,0.25,11.0,50.0,4.545454545454546,40.0,0.004293499980121851,0.04996591433882713
P015_B50_p0375_d20,glossy,0.15,0.5,3.75,20.0,5.333333333333333,0.0,9.574944851920009e-05,0.04978206753730774
P015_B50_p0375_d20,glossy,0.15,0.5,3.75,20.0,5.333333333333333,-20.0,0.00010764377657324076,0.04976727068424225
P015_B50_p0375_d20,glossy,0.15,0.5,3.75,20.0,5.333333333333333,-40.0,0.00018693706078920513,0.049768995493650436
P015_B50_p0375_d20,glossy,0.15,0.5,3.75,20.0,5.333333333333333,20.0,0.00010764196485979483,0.04976894333958626
P015_B50_p0375_d20,glossy,0.15,0.5,3.75,20.0,5.333333333333333,40.0,0.00018689397256821394,0.0497652031481266
P015_B50_p0375_d20,fresnel,0.15,0.5,3.75,20.0,5.333333333333333,0.0,0.0033448655158281326,0.04979671537876129
P015_B50_p0375_d20,fresnel,0.15,0.5,3.75,20.0,5.333333333333333,-20.0,0.0035450407303869724,0.04978400096297264
P015_B50_p0375_d20,fresnel,0.15,0.5,3.75,20.0,5.333333333333333,-40.0,0.003980225417762995,0.04983886331319809
P015_B50_p0375_d20,fresnel,0.15,0.5,3.75,20.0,5.333333333333333,20.0,0.003560890443623066,0.049785204231739044
P015_B50_p0375_d20,fresnel,0.15,0.5,3.75,20.0,5.333333333333333,40.0,0.003998376429080963,0.04983702301979065
P015_B50_p0375_d30,glossy,0.15,0.5,3.75,30.0,8.0,0.0,8.429113222518936e-05,0.049641627818346024
P015_B50_p0375_d30,glossy,0.15,0.5,3.75,30.0,8.0,-20.0,8.276083099190146e-05,0.0496082678437233
P015_B50_p0375_d30,glossy,0.15,0.5,3.75,30.0,8.0,-40.0,0.00010927827679552138,0.049607664346694946
P015_B50_p0375_d30,glossy,0.15,0.5,3.75,30.0,8.0,20.0,8.334030280821025e-05,0.049618400633335114
P015_B50_p0375_d30,glossy,0.15,0.5,3.75,30.0,8.0,40.0,0.00010815294808708131,0.0496145598590374
P015_B50_p0375_d30,fresnel,0.15,0.5,3.75,30.0,8.0,0.0,0.0023902100510895252,0.049666546285152435
P015_B50_p0375_d30,fresnel,0.15,0.5,3.75,30.0,8.0,-20.0,0.0024557546712458134,0.04963764548301697
P015_B50_p0375_d30,fresnel,0.15,0.5,3.75,30.0,8.0,-40.0,0.0031099519692361355,0.049723997712135315
P015_B50_p0375_d30,fresnel,0.15,0.5,3.75,30.0,8.0,20.0,0.0025056865997612476,0.049646854400634766
P015_B50_p0375_d30,fresnel,0.15,0.5,3.75,30.0,8.0,40.0,0.0031199981458485126,0.049734119325876236
P015_B50_p0375_d40,glossy,0.15,0.5,3.75,40.0,10.666666666666666,0.0,8.004160918062553e-05,0.049648042768239975
P015_B50_p0375_d40,glossy,0.15,0.5,3.75,40.0,10.666666666666666,-20.0,7.587762229377404e-05,0.04962492734193802
P015_B50_p0375_d40,glossy,0.15,0.5,3.75,40.0,10.666666666666666,-40.0,9.003726881928742e-05,0.049621205776929855
P015_B50_p0375_d40,glossy,0.15,0.5,3.75,40.0,10.666666666666666,20.0,7.50734907342121e-05,0.049615152180194855
P015_B50_p0375_d40,glossy,0.15,0.5,3.75,40.0,10.666666666666666,40.0,8.997451368486509e-05,0.04962731897830963
P015_B50_p0375_d40,fresnel,0.15,0.5,3.75,40.0,10.666666666666666,0.0,0.0018957513384521008,0.049671970307826996
P015_B50_p0375_d40,fresnel,0.15,0.5,3.75,40.0,10.666666666666666,-20.0,0.002044802298769355,0.049652256071567535
P015_B50_p0375_d40,fresnel,0.15,0.5,3.75,40.0,10.666666666666666,-40.0,0.0027183706406503916,0.04973310977220535
P015_B50_p0375_d40,fresnel,0.15,0.5,3.75,40.0,10.666666666666666,20.0,0.0020150712225586176,0.04964293912053108
P015_B50_p0375_d40,fresnel,0.15,0.5,3.75,40.0,10.666666666666666,40.0,0.002750009298324585,0.04973985254764557
P015_B50_p0375_d50,glossy,0.15,0.5,3.75,50.0,13.333333333333334,0.0,8.11717618489638e-05,0.04964536428451538
P015_B50_p0375_d50,glossy,0.15,0.5,3.75,50.0,13.333333333333334,-20.0,7.464642112608999e-05,0.049618881195783615
P015_B50_p0375_d50,glossy,0.15,0.5,3.75,50.0,13.333333333333334,-40.0,8.73388271429576e-05,0.049618132412433624
P015_B50_p0375_d50,glossy,0.15,0.5,3.75,50.0,13.333333333333334,20.0,7.364634802797809e-05,0.0496184378862381
P015_B50_p0375_d50,glossy,0.15,0.5,3.75,50.0,13.333333333333334,40.0,8.712636190466583e-05,0.04961644113063812
P015_B50_p0375_d50,fresnel,0.15,0.5,3.75,50.0,13.333333333333334,0.0,0.0016613295301795006,0.04967057332396507
P015_B50_p0375_d50,fresnel,0.15,0.5,3.75,50.0,13.333333333333334,-20.0,0.0018330835737287998,0.04964696988463402
P015_B50_p0375_d50,fresnel,0.15,0.5,3.75,50.0,13.333333333333334,-40.0,0.0026060771197080612,0.04972498491406441
P015_B50_p0375_d50,fresnel,0.15,0.5,3.75,50.0,13.333333333333334,20.0,0.0017845495603978634,0.049646686762571335
P015_B50_p0375_d50,fresnel,0.15,0.5,3.75,50.0,13.333333333333334,40.0,0.002644855296239257,0.049726832658052444
P015_B50_p0550_d20,glossy,0.15,0.5,5.5,20.0,3.6363636363636362,0.0,0.00011104780423920602,0.04989498108625412
P015_B50_p0550_d20,glossy,0.15,0.5,5.5,20.0,3.6363636363636362,-20.0,0.00015816523227840662,0.049891725182533264
P015_B50_p0550_d20,glossy,0.15,0.5,5.5,20.0,3.6363636363636362,-40.0,0.0007469524862244725,0.04988604784011841
P015_B50_p0550_d20,glossy,0.15,0.5,5.5,20.0,3.6363636363636362,20.0,0.00015819337568245828,0.049890756607055664
P015_B50_p0550_d20,glossy,0.15,0.5,5.5,20.0,3.6363636363636362,40.0,0.0007275547250173986,0.04988027364015579
P015_B50_p0550_d20,fresnel,0.15,0.5,5.5,20.0,3.6363636363636362,0.0,0.004994661547243595,0.04990154132246971
P015_B50_p0550_d20,fresnel,0.15,0.5,5.5,20.0,3.6363636363636362,-20.0,0.0054673850536346436,0.04989975318312645
P015_B50_p0550_d20,fresnel,0.15,0.5,5.5,20.0,3.6363636363636362,-40.0,0.006054995581507683,0.04992044344544411
P015_B50_p0550_d20,fresnel,0.15,0.5,5.5,20.0,3.6363636363636362,20.0,0.005514091812074184,0.04989910125732422
P015_B50_p0550_d20,fresnel,0.15,0.5,5.5,20.0,3.6363636363636362,40.0,0.006024761125445366,0.049915045499801636
P015_B50_p0550_d30,glossy,0.15,0.5,5.5,30.0,5.454545454545454,0.0,7.022490171948448e-05,0.04983515664935112
P015_B50_p0550_d30,glossy,0.15,0.5,5.5,30.0,5.454545454545454,-20.0,7.89404584793374e-05,0.0498303584754467
P015_B50_p0550_d30,glossy,0.15,0.5,5.5,30.0,5.454545454545454,-40.0,0.00016155022603925318,0.049819573760032654
P015_B50_p0550_d30,glossy,0.15,0.5,5.5,30.0,5.454545454545454,20.0,7.949781138449907e-05,0.049830272793769836
P015_B50_p0550_d30,glossy,0.15,0.5,5.5,30.0,5.454545454545454,40.0,0.00015953097317833453,0.04981856048107147
P015_B50_p0550_d30,fresnel,0.15,0.5,5.5,30.0,5.454545454545454,0.0,0.003334111999720335,0.049846358597278595
P015_B50_p0550_d30,fresnel,0.15,0.5,5.5,30.0,5.454545454545454,-20.0,0.0035027903504669666,0.04984351620078087
P015_B50_p0550_d30,fresnel,0.15,0.5,5.5,30.0,5.454545454545454,-40.0,0.003870961721986532,0.04987272992730141
P015_B50_p0550_d30,fresnel,0.15,0.5,5.5,30.0,5.454545454545454,20.0,0.0034978054463863373,0.04984293505549431
P015_B50_p0550_d30,fresnel,0.15,0.5,5.5,30.0,5.454545454545454,40.0,0.0038352219853550196,0.04987330362200737
P015_B50_p0550_d40,glossy,0.15,0.5,5.5,40.0,7.2727272727272725,0.0,5.992470687488094e-05,0.04983947426080704
P015_B50_p0550_d40,glossy,0.15,0.5,5.5,40.0,7.2727272727272725,-20.0,6.155516166472808e-05,0.049824319779872894
P015_B50_p0550_d40,glossy,0.15,0.5,5.5,40.0,7.2727272727272725,-40.0,9.467329800827429e-05,0.049822259694337845
P015_B50_p0550_d40,glossy,0.15,0.5,5.5,40.0,7.2727272727272725,20.0,5.832615352119319e-05,0.04982666298747063
P015_B50_p0550_d40,glossy,0.15,0.5,5.5,40.0,7.2727272727272725,40.0,9.19189551495947e-05,0.04981624335050583
P015_B50_p0550_d40,fresnel,0.15,0.5,5.5,40.0,7.2727272727272725,0.0,0.0026130806654691696,0.049850381910800934
P015_B50_p0550_d40,fresnel,0.15,0.5,5.5,40.0,7.2727272727272725,-20.0,0.0027062769513577223,0.04983728006482124
P015_B50_p0550_d40,fresnel,0.15,0.5,5.5,40.0,7.2727272727272725,-40.0,0.003186972578987479,0.04987214133143425
P015_B50_p0550_d40,fresnel,0.15,0.5,5.5,40.0,7.2727272727272725,20.0,0.0026551675982773304,0.049839507788419724
P015_B50_p0550_d40,fresnel,0.15,0.5,5.5,40.0,7.2727272727272725,40.0,0.003176209283992648,0.04987026005983353
P015_B50_p0550_d50,glossy,0.15,0.5,5.5,50.0,9.090909090909092,0.0,5.821289960294962e-05,0.04982960969209671
P015_B50_p0550_d50,glossy,0.15,0.5,5.5,50.0,9.090909090909092,-20.0,5.3945343097439036e-05,0.04982805624604225
P015_B50_p0550_d50,glossy,0.15,0.5,5.5,50.0,9.090909090909092,-40.0,7.661984272999689e-05,0.04981689155101776
P015_B50_p0550_d50,glossy,0.15,0.5,5.5,50.0,9.090909090909092,20.0,5.3494568419409916e-05,0.04982936382293701
P015_B50_p0550_d50,glossy,0.15,0.5,5.5,50.0,9.090909090909092,40.0,7.447809912264347e-05,0.04982272535562515
P015_B50_p0550_d50,fresnel,0.15,0.5,5.5,50.0,9.090909090909092,0.0,0.0021735739428550005,0.04984170198440552
P015_B50_p0550_d50,fresnel,0.15,0.5,5.5,50.0,9.090909090909092,-20.0,0.002261158311739564,0.04984043911099434
P015_B50_p0550_d50,fresnel,0.15,0.5,5.5,50.0,9.090909090909092,-40.0,0.0028695783112198114,0.04987106844782829
P015_B50_p0550_d50,fresnel,0.15,0.5,5.5,50.0,9.090909090909092,20.0,0.002291914774104953,0.04984135180711746
P015_B50_p0550_d50,fresnel,0.15,0.5,5.5,50.0,9.090909090909092,40.0,0.0028384090401232243,0.04987620934844017
P015_B50_p0750_d20,glossy,0.15,0.5,7.5,20.0,2.6666666666666665,0.0,0.00024704879615455866,0.049953918904066086
P015_B50_p0750_d20,glossy,0.15,0.5,7.5,20.0,2.6666666666666665,-20.0,0.0006215771427378058,0.04995159059762955
P015_B50_p0750_d20,glossy,0.15,0.5,7.5,20.0,2.6666666666666665,-40.0,0.001907113823108375,0.049952976405620575
P015_B50_p0750_d20,glossy,0.15,0.5,7.5,20.0,2.6666666666666665,20.0,0.0006015232065692544,0.049951113760471344
P015_B50_p0750_d20,glossy,0.15,0.5,7.5,20.0,2.6666666666666665,40.0,0.0018811761401593685,0.049953997135162354
P015_B50_p0750_d20,fresnel,0.15,0.5,7.5,20.0,2.6666666666666665,0.0,0.008501317352056503,0.049957312643527985
P015_B50_p0750_d20,fresnel,0.15,0.5,7.5,20.0,2.6666666666666665,-20.0,0.00835462287068367,0.04995538666844368
P015_B50_p0750_d20,fresnel,0.15,0.5,7.5,20.0,2.6666666666666665,-40.0,0.009066401049494743,0.04996686801314354
P015_B50_p0750_d20,fresnel,0.15,0.5,7.5,20.0,2.6666666666666665,20.0,0.008252615109086037,0.049955010414123535
P015_B50_p0750_d20,fresnel,0.15,0.5,7.5,20.0,2.6666666666666665,40.0,0.009169666096568108,0.049967337399721146
P015_B50_p0750_d30,glossy,0.15,0.5,7.5,30.0,4.0,0.0,8.435588824795559e-05,0.0499085932970047
P015_B50_p0750_d30,glossy,0.15,0.5,7.5,30.0,4.0,-20.0,0.00011958777031395584,0.04990359768271446
P015_B50_p0750_d30,glossy,0.15,0.5,7.5,30.0,4.0,-40.0,0.0005170878721401095,0.04990450292825699
P015_B50_p0750_d30,glossy,0.15,0.5,7.5,30.0,4.0,20.0,0.00012547352525871247,0.04990514740347862
P015_B50_p0750_d30,glossy,0.15,0.5,7.5,30.0,4.0,40.0,0.0005503387656062841,0.04990372061729431
P015_B50_p0750_d30,fresnel,0.15,0.5,7.5,30.0,4.0,0.0,0.0044944677501916885,0.049915313720703125
P015_B50_p0750_d30,fresnel,0.15,0.5,7.5,30.0,4.0,-20.0,0.005114498548209667,0.04991091787815094
P015_B50_p0750_d30,fresnel,0.15,0.5,7.5,30.0,4.0,-40.0,0.005289252381771803,0.049932658672332764
P015_B50_p0750_d30,fresnel,0.15,0.5,7.5,30.0,4.0,20.0,0.005245656706392765,0.049912191927433014
P015_B50_p0750_d30,fresnel,0.15,0.5,7.5,30.0,4.0,40.0,0.005349636077880859,0.04993199184536934
P015_B50_p0750_d40,glossy,0.15,0.5,7.5,40.0,5.333333333333333,0.0,5.744348527514376e-05,0.04990765452384949
P015_B50_p0750_d40,glossy,0.15,0.5,7.5,40.0,5.333333333333333,-20.0,7.007535896264017e-05,0.049907054752111435
P015_B50_p0750_d40,glossy,0.15,0.5,7.5,40.0,5.333333333333333,-40.0,0.00016089979908429086,0.049904145300388336
P015_B50_p0750_d40,glossy,0.15,0.5,7.5,40.0,5.333333333333333,20.0,6.863944872748107e-05,0.04990707337856293
P015_B50_p0750_d40,glossy,0.15,0.5,7.5,40.0,5.333333333333333,40.0,0.00015697864000685513,0.04990630969405174
P015_B50_p0750_d40,fresnel,0.15,0.5,7.5,40.0,5.333333333333333,0.0,0.003303731791675091,0.049914274364709854
P015_B50_p0750_d40,fresnel,0.15,0.5,7.5,40.0,5.333333333333333,-20.0,0.003587429178878665,0.049914099276065826
P015_B50_p0750_d40,fresnel,0.15,0.5,7.5,40.0,5.333333333333333,-40.0,0.0038589832838624716,0.04993302747607231
P015_B50_p0750_d40,fresnel,0.15,0.5,7.5,40.0,5.333333333333333,20.0,0.0035418837796896696,0.049913857132196426
