tag,cells,panel,seed,pitch,depth,wall,paint_frac,paint_mm,shallow,deep,aspect,tip_frac,samples,theta,rho,rho_at60,params_json
RR_p06.5_d62.5_w0.03_f015_s102,25.0,162.5,102,6.5,62.5,0.03,0.15,9.375,musou_fit,anodised_hi,9.615384615384615,0.00923076923076923,128,-40.0,0.0016516789328306913,0.001634545197399954,"{""depth"": 62.5, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d62.5_w0.03_f015_s102,25.0,162.5,102,6.5,62.5,0.03,0.15,9.375,musou_fit,anodised_hi,9.615384615384615,0.00923076923076923,128,20.0,0.001147183240391314,0.001634545197399954,"{""depth"": 62.5, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d62.5_w0.03_f015_s102,25.0,162.5,102,6.5,62.5,0.03,0.15,9.375,musou_fit,anodised_hi,9.615384615384615,0.00923076923076923,128,40.0,0.0016351735685020685,0.001634545197399954,"{""depth"": 62.5, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d80.0_w0.03_f015_s23,25.0,162.5,23,6.5,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.307692307692308,0.00923076923076923,128,0.0,0.0002726134262047708,0.0016351690671096246,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d80.0_w0.03_f015_s23,25.0,162.5,23,6.5,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.307692307692308,0.00923076923076923,128,-20.0,0.0010282589355483651,0.0016351690671096246,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d80.0_w0.03_f015_s23,25.0,162.5,23,6.5,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.307692307692308,0.00923076923076923,128,-40.0,0.0016414823476225138,0.0016351690671096246,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d80.0_w0.03_f015_s23,25.0,162.5,23,6.5,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.307692307692308,0.00923076923076923,128,20.0,0.0010257747489959002,0.0016351690671096246,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d80.0_w0.03_f015_s23,25.0,162.5,23,6.5,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.307692307692308,0.00923076923076923,128,40.0,0.0016164215048775077,0.0016351690671096246,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d80.0_w0.03_f015_s101,25.0,162.5,101,6.5,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.307692307692308,0.00923076923076923,128,0.0,0.0002689537650439888,0.0016351690671096246,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d80.0_w0.03_f015_s101,25.0,162.5,101,6.5,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.307692307692308,0.00923076923076923,128,-20.0,0.0010194136993959546,0.0016351690671096246,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d80.0_w0.03_f015_s101,25.0,162.5,101,6.5,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.307692307692308,0.00923076923076923,128,-40.0,0.0016379947774112225,0.0016351690671096246,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d80.0_w0.03_f015_s101,25.0,162.5,101,6.5,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.307692307692308,0.00923076923076923,128,20.0,0.0010299751302227378,0.0016351690671096246,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d80.0_w0.03_f015_s101,25.0,162.5,101,6.5,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.307692307692308,0.00923076923076923,128,40.0,0.0016348636709153652,0.0016351690671096246,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d80.0_w0.03_f015_s102,25.0,162.5,102,6.5,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.307692307692308,0.00923076923076923,128,0.0,0.0002682687190826982,0.0016351690671096246,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d80.0_w0.03_f015_s102,25.0,162.5,102,6.5,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.307692307692308,0.00923076923076923,128,-20.0,0.0010293427621945739,0.0016351690671096246,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d80.0_w0.03_f015_s102,25.0,162.5,102,6.5,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.307692307692308,0.00923076923076923,128,-40.0,0.0016512456350028515,0.0016351690671096246,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d80.0_w0.03_f015_s102,25.0,162.5,102,6.5,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.307692307692308,0.00923076923076923,128,20.0,0.001027953694574535,0.0016351690671096246,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d80.0_w0.03_f015_s102,25.0,162.5,102,6.5,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.307692307692308,0.00923076923076923,128,40.0,0.0016422795597463846,0.0016351690671096246,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d65.0_w0.03_f015_s23,25.0,162.5,23,6.5,65.0,0.03,0.15,9.75,musou_fit,anodised_hi,10.0,0.00923076923076923,128,0.0,0.00034860780579037964,0.0016436511650681496,"{""depth"": 65.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d65.0_w0.03_f015_s23,25.0,162.5,23,6.5,65.0,0.03,0.15,9.75,musou_fit,anodised_hi,10.0,0.00923076923076923,128,-20.0,0.0011363350786268711,0.0016436511650681496,"{""depth"": 65.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d65.0_w0.03_f015_s23,25.0,162.5,23,6.5,65.0,0.03,0.15,9.75,musou_fit,anodised_hi,10.0,0.00923076923076923,128,-40.0,0.0016505279345437884,0.0016436511650681496,"{""depth"": 65.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d65.0_w0.03_f015_s23,25.0,162.5,23,6.5,65.0,0.03,0.15,9.75,musou_fit,anodised_hi,10.0,0.00923076923076923,128,20.0,0.0011307790409773588,0.0016436511650681496,"{""depth"": 65.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d65.0_w0.03_f015_s23,25.0,162.5,23,6.5,65.0,0.03,0.15,9.75,musou_fit,anodised_hi,10.0,0.00923076923076923,128,40.0,0.0016397341387346387,0.0016436511650681496,"{""depth"": 65.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d65.0_w0.03_f015_s101,25.0,162.5,101,6.5,65.0,0.03,0.15,9.75,musou_fit,anodised_hi,10.0,0.00923076923076923,128,0.0,0.0003489080991130322,0.0016436511650681496,"{""depth"": 65.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d65.0_w0.03_f015_s101,25.0,162.5,101,6.5,65.0,0.03,0.15,9.75,musou_fit,anodised_hi,10.0,0.00923076923076923,128,-20.0,0.0011335646267980337,0.0016436511650681496,"{""depth"": 65.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d65.0_w0.03_f015_s101,25.0,162.5,101,6.5,65.0,0.03,0.15,9.75,musou_fit,anodised_hi,10.0,0.00923076923076923,128,-40.0,0.0016477658646181226,0.0016436511650681496,"{""depth"": 65.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d65.0_w0.03_f015_s101,25.0,162.5,101,6.5,65.0,0.03,0.15,9.75,musou_fit,anodised_hi,10.0,0.00923076923076923,128,20.0,0.0011164536699652672,0.0016436511650681496,"{""depth"": 65.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d65.0_w0.03_f015_s101,25.0,162.5,101,6.5,65.0,0.03,0.15,9.75,musou_fit,anodised_hi,10.0,0.00923076923076923,128,40.0,0.0016265715239569545,0.0016436511650681496,"{""depth"": 65.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d65.0_w0.03_f015_s102,25.0,162.5,102,6.5,65.0,0.03,0.15,9.75,musou_fit,anodised_hi,10.0,0.00923076923076923,128,0.0,0.00034647106076590717,0.0016436511650681496,"{""depth"": 65.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d65.0_w0.03_f015_s102,25.0,162.5,102,6.5,65.0,0.03,0.15,9.75,musou_fit,anodised_hi,10.0,0.00923076923076923,128,-20.0,0.0011326078092679381,0.0016436511650681496,"{""depth"": 65.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d65.0_w0.03_f015_s102,25.0,162.5,102,6.5,65.0,0.03,0.15,9.75,musou_fit,anodised_hi,10.0,0.00923076923076923,128,-40.0,0.0016543406527489424,0.0016436511650681496,"{""depth"": 65.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d65.0_w0.03_f015_s102,25.0,162.5,102,6.5,65.0,0.03,0.15,9.75,musou_fit,anodised_hi,10.0,0.00923076923076923,128,20.0,0.0011227555805817246,0.0016436511650681496,"{""depth"": 65.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.5_d65.0_w0.03_f015_s102,25.0,162.5,102,6.5,65.0,0.03,0.15,9.75,musou_fit,anodised_hi,10.0,0.00923076923076923,128,40.0,0.001635478576645255,0.0016436511650681496,"{""depth"": 65.0, ""floor"": ""none"", ""panel"": 162.5, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.5, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d80.0_w0.03_f015_s23,25.0,160.0,23,6.4,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.5,0.009375,128,0.0,0.0002669438545126468,0.0016447272306929033,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d80.0_w0.03_f015_s23,25.0,160.0,23,6.4,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.5,0.009375,128,-20.0,0.0010303565068170428,0.0016447272306929033,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d80.0_w0.03_f015_s23,25.0,160.0,23,6.4,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.5,0.009375,128,-40.0,0.0016472919378429651,0.0016447272306929033,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d80.0_w0.03_f015_s23,25.0,160.0,23,6.4,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.5,0.009375,128,20.0,0.0010182419791817665,0.0016447272306929033,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d80.0_w0.03_f015_s23,25.0,160.0,23,6.4,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.5,0.009375,128,40.0,0.0016349677462130785,0.0016447272306929033,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d80.0_w0.03_f015_s101,25.0,160.0,101,6.4,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.5,0.009375,128,0.0,0.00026736094150692225,0.0016447272306929033,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d80.0_w0.03_f015_s101,25.0,160.0,101,6.4,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.5,0.009375,128,-20.0,0.0010300811845809221,0.0016447272306929033,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d80.0_w0.03_f015_s101,25.0,160.0,101,6.4,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.5,0.009375,128,-40.0,0.0016470903065055609,0.0016447272306929033,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d80.0_w0.03_f015_s101,25.0,160.0,101,6.4,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.5,0.009375,128,20.0,0.0010201669065281749,0.0016447272306929033,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d80.0_w0.03_f015_s101,25.0,160.0,101,6.4,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.5,0.009375,128,40.0,0.0016359632136300206,0.0016447272306929033,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d80.0_w0.03_f015_s102,25.0,160.0,102,6.4,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.5,0.009375,128,0.0,0.00026602204889059067,0.0016447272306929033,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d80.0_w0.03_f015_s102,25.0,160.0,102,6.4,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.5,0.009375,128,-20.0,0.0010286172619089484,0.0016447272306929033,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d80.0_w0.03_f015_s102,25.0,160.0,102,6.4,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.5,0.009375,128,-40.0,0.0016341489972546697,0.0016447272306929033,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d80.0_w0.03_f015_s102,25.0,160.0,102,6.4,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.5,0.009375,128,20.0,0.0010291259968653321,0.0016447272306929033,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d80.0_w0.03_f015_s102,25.0,160.0,102,6.4,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,12.5,0.009375,128,40.0,0.0016333401435986161,0.0016447272306929033,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d64.0_w0.03_f015_s23,25.0,160.0,23,6.4,64.0,0.03,0.15,9.6,musou_fit,anodised_hi,10.0,0.009375,128,0.0,0.00034819330903701484,0.001644818965966503,"{""depth"": 64.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d64.0_w0.03_f015_s23,25.0,160.0,23,6.4,64.0,0.03,0.15,9.6,musou_fit,anodised_hi,10.0,0.009375,128,-20.0,0.0011349981650710106,0.001644818965966503,"{""depth"": 64.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d64.0_w0.03_f015_s23,25.0,160.0,23,6.4,64.0,0.03,0.15,9.6,musou_fit,anodised_hi,10.0,0.009375,128,-40.0,0.0016531198052689433,0.001644818965966503,"{""depth"": 64.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d64.0_w0.03_f015_s23,25.0,160.0,23,6.4,64.0,0.03,0.15,9.6,musou_fit,anodised_hi,10.0,0.009375,128,20.0,0.0011378650087863207,0.001644818965966503,"{""depth"": 64.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d64.0_w0.03_f015_s23,25.0,160.0,23,6.4,64.0,0.03,0.15,9.6,musou_fit,anodised_hi,10.0,0.009375,128,40.0,0.0016460102051496506,0.001644818965966503,"{""depth"": 64.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d64.0_w0.03_f015_s101,25.0,160.0,101,6.4,64.0,0.03,0.15,9.6,musou_fit,anodised_hi,10.0,0.009375,128,0.0,0.00034932178095914423,0.001644818965966503,"{""depth"": 64.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d64.0_w0.03_f015_s101,25.0,160.0,101,6.4,64.0,0.03,0.15,9.6,musou_fit,anodised_hi,10.0,0.009375,128,-20.0,0.0011345403036102653,0.001644818965966503,"{""depth"": 64.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d64.0_w0.03_f015_s101,25.0,160.0,101,6.4,64.0,0.03,0.15,9.6,musou_fit,anodised_hi,10.0,0.009375,128,-40.0,0.0016498492332175374,0.001644818965966503,"{""depth"": 64.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d64.0_w0.03_f015_s101,25.0,160.0,101,6.4,64.0,0.03,0.15,9.6,musou_fit,anodised_hi,10.0,0.009375,128,20.0,0.0011271432740613818,0.001644818965966503,"{""depth"": 64.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
