tag,cells,panel,seed,pitch,depth,wall,paint_frac,paint_mm,shallow,deep,aspect,tip_frac,samples,theta,rho,rho_at60,params_json
RR_p06.4_d64.0_w0.03_f015_s101,25.0,160.0,101,6.4,64.0,0.03,0.15,9.6,musou_fit,anodised_hi,10.0,0.009375,128,40.0,0.0016299462877213955,0.001644818965966503,"{""depth"": 64.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d64.0_w0.03_f015_s102,25.0,160.0,102,6.4,64.0,0.03,0.15,9.6,musou_fit,anodised_hi,10.0,0.009375,128,0.0,0.00034605665132403374,0.001644818965966503,"{""depth"": 64.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d64.0_w0.03_f015_s102,25.0,160.0,102,6.4,64.0,0.03,0.15,9.6,musou_fit,anodised_hi,10.0,0.009375,128,-20.0,0.0011283522471785545,0.001644818965966503,"{""depth"": 64.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d64.0_w0.03_f015_s102,25.0,160.0,102,6.4,64.0,0.03,0.15,9.6,musou_fit,anodised_hi,10.0,0.009375,128,-40.0,0.0016554207541048527,0.001644818965966503,"{""depth"": 64.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d64.0_w0.03_f015_s102,25.0,160.0,102,6.4,64.0,0.03,0.15,9.6,musou_fit,anodised_hi,10.0,0.009375,128,20.0,0.001118857297115028,0.001644818965966503,"{""depth"": 64.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p06.4_d64.0_w0.03_f015_s102,25.0,160.0,102,6.4,64.0,0.03,0.15,9.6,musou_fit,anodised_hi,10.0,0.009375,128,40.0,0.001639986876398325,0.001644818965966503,"{""depth"": 64.0, ""floor"": ""none"", ""panel"": 160.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 6.4, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p10.0_d80.0_w0.03_f015_s23,25.0,250.0,23,10.0,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,8.0,0.006,128,0.0,0.00042131307418458164,0.0016484730488931139,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 250.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p10.0_d80.0_w0.03_f015_s23,25.0,250.0,23,10.0,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,8.0,0.006,128,-20.0,0.001249807421118021,0.0016484730488931139,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 250.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p10.0_d80.0_w0.03_f015_s23,25.0,250.0,23,10.0,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,8.0,0.006,128,-40.0,0.00166127341799438,0.0016484730488931139,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 250.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p10.0_d80.0_w0.03_f015_s23,25.0,250.0,23,10.0,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,8.0,0.006,128,20.0,0.0012453903909772635,0.0016484730488931139,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 250.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p10.0_d80.0_w0.03_f015_s23,25.0,250.0,23,10.0,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,8.0,0.006,128,40.0,0.0016485870582982898,0.0016484730488931139,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 250.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p10.0_d80.0_w0.03_f015_s101,25.0,250.0,101,10.0,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,8.0,0.006,128,0.0,0.00042135734111070633,0.0016484730488931139,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 250.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
RR_p10.0_d80.0_w0.03_f015_s101,25.0,250.0,101,10.0,80.0,0.03,0.15,12.0,musou_fit,anodised_hi,8.0,0.006,128,-20.0,0.0012524405028671026,0.0016484730488931139,"{""depth"": 80.0, ""floor"": ""none"", ""panel"": 250.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
