tag,family,topology,roughness,seed,diffuse_frac,theta,rho,control,params_json
P5_j00,floor,pyramid,0.3,23,d100,0.0,0.0006007355405017734,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,0.3,23,d100,-20.0,0.0010940461652353406,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,0.3,23,d100,20.0,0.0010951333679258823,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,0.3,23,d100,-40.0,0.0013391865650191903,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,0.3,23,d100,40.0,0.0013366296188905835,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r10,floor,pyramid,0.1,23,d00,0.0,1.6885924196685664e-05,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r10,floor,pyramid,0.1,23,d00,-20.0,1.023103413899662e-05,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r10,floor,pyramid,0.1,23,d00,20.0,6.541349648614414e-06,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r10,floor,pyramid,0.1,23,d00,-40.0,1.9777720808633603e-05,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r10,floor,pyramid,0.1,23,d00,40.0,1.0384173947386444e-05,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r10,floor,pyramid,0.1,23,d76,0.0,0.00041095077176578343,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r10,floor,pyramid,0.1,23,d76,-20.0,0.0008097051759250462,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r10,floor,pyramid,0.1,23,d76,20.0,0.0008220202289521694,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r10,floor,pyramid,0.1,23,d76,-40.0,0.0009853806113824248,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r10,floor,pyramid,0.1,23,d76,40.0,0.00098657316993922,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r20,floor,pyramid,0.2,23,d00,0.0,0.0002902726992033422,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r20,floor,pyramid,0.2,23,d00,-20.0,0.00017782609211280942,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r20,floor,pyramid,0.2,23,d00,20.0,0.0001723053283058107,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r20,floor,pyramid,0.2,23,d00,-40.0,0.00023621822765562683,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r20,floor,pyramid,0.2,23,d00,40.0,0.00021196356101427227,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r20,floor,pyramid,0.2,23,d76,0.0,0.00047383035416714847,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r20,floor,pyramid,0.2,23,d76,-20.0,0.0008482135599479079,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r20,floor,pyramid,0.2,23,d76,20.0,0.0008614068501628935,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r20,floor,pyramid,0.2,23,d76,-40.0,0.0010340097360312939,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r20,floor,pyramid,0.2,23,d76,40.0,0.0010331538505852222,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r30,floor,pyramid,0.3,23,d00,0.0,0.0011178681161254644,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r30,floor,pyramid,0.3,23,d00,-20.0,0.0006321723922155797,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r30,floor,pyramid,0.3,23,d00,20.0,0.0006413451628759503,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r30,floor,pyramid,0.3,23,d00,-40.0,0.0007178671658039093,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r30,floor,pyramid,0.3,23,d00,40.0,0.0006732730544172227,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r30,floor,pyramid,0.3,23,d76,0.0,0.000666893320158124,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r30,floor,pyramid,0.3,23,d76,-20.0,0.0009538301383145154,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r30,floor,pyramid,0.3,23,d76,20.0,0.0009691225714050233,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r30,floor,pyramid,0.3,23,d76,-40.0,0.0011487874435260892,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r30,floor,pyramid,0.3,23,d76,40.0,0.001144672161899507,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r30,floor,pyramid,0.3,23,d100,0.0,0.0005618558498099446,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r30,floor,pyramid,0.3,23,d100,-20.0,0.001065555727109313,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r30,floor,pyramid,0.3,23,d100,20.0,0.001070355181582272,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r30,floor,pyramid,0.3,23,d100,-40.0,0.0012937397696077824,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r30,floor,pyramid,0.3,23,d100,40.0,0.0013014675350859761,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r40,floor,pyramid,0.4,23,d00,0.0,0.0023080389946699142,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r40,floor,pyramid,0.4,23,d00,-20.0,0.0013936796458438039,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r40,floor,pyramid,0.4,23,d00,20.0,0.0014127212343737483,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r40,floor,pyramid,0.4,23,d00,-40.0,0.0015078111318871379,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r40,floor,pyramid,0.4,23,d00,40.0,0.0014566220343112946,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r40,floor,pyramid,0.4,23,d76,0.0,0.0009606772800907493,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r40,floor,pyramid,0.4,23,d76,-20.0,0.0011389550054445863,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r40,floor,pyramid,0.4,23,d76,20.0,0.0011550758499652147,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r40,floor,pyramid,0.4,23,d76,-40.0,0.0013426479417830706,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r40,floor,pyramid,0.4,23,d76,40.0,0.0013393658446148038,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r50,floor,pyramid,0.5,23,d00,0.0,0.00384332612156868,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r50,floor,pyramid,0.5,23,d00,-20.0,0.002399754012003541,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r50,floor,pyramid,0.5,23,d00,20.0,0.0024177012965083122,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r50,floor,pyramid,0.5,23,d00,-40.0,0.0024736730847507715,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r50,floor,pyramid,0.5,23,d00,40.0,0.0023987055756151676,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r50,floor,pyramid,0.5,23,d76,0.0,0.0013175543863326311,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r50,floor,pyramid,0.5,23,d76,-20.0,0.0013769770739600062,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r50,floor,pyramid,0.5,23,d76,20.0,0.0014011433813720942,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r50,floor,pyramid,0.5,23,d76,-40.0,0.0015755350468680263,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02_r50,floor,pyramid,0.5,23,d76,40.0,0.0015576956793665886,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_flat_r10,ridge,flat,0.1,23,d00,0.0,0.009979873895645142,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r10,ridge,flat,0.1,23,d00,-20.0,0.010046375915408134,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r10,ridge,flat,0.1,23,d00,20.0,0.010046375915408134,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r10,ridge,flat,0.1,23,d00,-40.0,0.01141051109880209,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r10,ridge,flat,0.1,23,d00,40.0,0.01141051109880209,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r10,ridge,flat,0.1,23,d76,0.0,0.009961928240954876,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r10,ridge,flat,0.1,23,d76,-20.0,0.00997774489223957,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r10,ridge,flat,0.1,23,d76,20.0,0.009977743029594421,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r10,ridge,flat,0.1,23,d76,-40.0,0.010302738286554813,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r10,ridge,flat,0.1,23,d76,40.0,0.010302755050361156,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r20,ridge,flat,0.2,23,d00,0.0,0.009982001036405563,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r20,ridge,flat,0.2,23,d00,-20.0,0.010049039497971535,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r20,ridge,flat,0.2,23,d00,20.0,0.010049039497971535,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
