tag,family,topology,roughness,seed,diffuse_frac,theta,rho,control,params_json
P56_flat_r20,ridge,flat,0.2,23,d00,-40.0,0.011413484811782837,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r20,ridge,flat,0.2,23,d00,40.0,0.011413484811782837,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r20,ridge,flat,0.2,23,d76,0.0,0.009962615557014942,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r20,ridge,flat,0.2,23,d76,-20.0,0.009978451766073704,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r20,ridge,flat,0.2,23,d76,20.0,0.009978434070944786,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r20,ridge,flat,0.2,23,d76,-40.0,0.010302970185875893,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r20,ridge,flat,0.2,23,d76,40.0,0.010302995331585407,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r30,ridge,flat,0.3,23,d00,0.0,0.009980743750929832,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r30,ridge,flat,0.3,23,d00,-20.0,0.010047473944723606,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r30,ridge,flat,0.3,23,d00,20.0,0.010047473944723606,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r30,ridge,flat,0.3,23,d00,-40.0,0.011411899700760841,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r30,ridge,flat,0.3,23,d00,40.0,0.011411899700760841,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r30,ridge,flat,0.3,23,d76,0.0,0.009963691234588623,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r30,ridge,flat,0.3,23,d76,-20.0,0.009979496710002422,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r30,ridge,flat,0.3,23,d76,20.0,0.009979495778679848,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r30,ridge,flat,0.3,23,d76,-40.0,0.010304492898285389,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r30,ridge,flat,0.3,23,d76,40.0,0.01030457392334938,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r40,ridge,flat,0.4,23,d00,0.0,0.00998441968113184,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r40,ridge,flat,0.4,23,d00,-20.0,0.010051342658698559,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r40,ridge,flat,0.4,23,d00,20.0,0.010051343590021133,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r40,ridge,flat,0.4,23,d00,-40.0,0.011417856439948082,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r40,ridge,flat,0.4,23,d00,40.0,0.011417856439948082,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r40,ridge,flat,0.4,23,d76,0.0,0.009967878460884094,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r40,ridge,flat,0.4,23,d76,-20.0,0.00998290628194809,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r40,ridge,flat,0.4,23,d76,20.0,0.00998302549123764,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r40,ridge,flat,0.4,23,d76,-40.0,0.010307571850717068,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r40,ridge,flat,0.4,23,d76,40.0,0.010307886637747288,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r50,ridge,flat,0.5,23,d00,0.0,0.009985421784222126,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r50,ridge,flat,0.5,23,d00,-20.0,0.0100513631477952,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r50,ridge,flat,0.5,23,d00,20.0,0.010051364079117775,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r50,ridge,flat,0.5,23,d00,-40.0,0.011414475739002228,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r50,ridge,flat,0.5,23,d00,40.0,0.011414475739002228,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r50,ridge,flat,0.5,23,d76,0.0,0.009966560639441013,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r50,ridge,flat,0.5,23,d76,-20.0,0.009979873895645142,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r50,ridge,flat,0.5,23,d76,20.0,0.009980141185224056,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r50,ridge,flat,0.5,23,d76,-40.0,0.010303857736289501,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_flat_r50,ridge,flat,0.5,23,d76,40.0,0.010304451920092106,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0, ""winding"": ""out""}"
P56_p02x_r10,floor,pyramid,0.1,23,d100,0.0,0.0005618558498099446,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02x_r10,floor,pyramid,0.1,23,d100,-20.0,0.001065555727109313,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02x_r10,floor,pyramid,0.1,23,d100,20.0,0.001070355181582272,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02x_r10,floor,pyramid,0.1,23,d100,-40.0,0.0012937397696077824,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02x_r10,floor,pyramid,0.1,23,d100,40.0,0.0013014675350859761,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02x_r50,floor,pyramid,0.5,23,d100,0.0,0.0005618558498099446,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02x_r50,floor,pyramid,0.5,23,d100,-20.0,0.001065555727109313,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02x_r50,floor,pyramid,0.5,23,d100,20.0,0.001070355181582272,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02x_r50,floor,pyramid,0.5,23,d100,-40.0,0.0012937397696077824,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P56_p02x_r50,floor,pyramid,0.5,23,d100,40.0,0.0013014675350859761,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
