tag,family,topology,seed,pitch,depth,wall,paint_frac,paint_mm,deep_until,shallow,deep,aspect,tip_frac,samples,theta,rho,params_json
HC_p10.0_d20.0_w0.12_f015_s101,topo,honeycomb,101,10.0,20.0,0.12,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.024,128,40.0,0.00531011400744319,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p10.0_d20.0_w0.12_f015_s102,topo,honeycomb,102,10.0,20.0,0.12,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.024,128,0.0,0.0019797540735453367,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p10.0_d20.0_w0.12_f015_s102,topo,honeycomb,102,10.0,20.0,0.12,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.024,128,-20.0,0.003256425494328141,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p10.0_d20.0_w0.12_f015_s102,topo,honeycomb,102,10.0,20.0,0.12,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.024,128,-40.0,0.005351673346012831,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p10.0_d20.0_w0.12_f015_s102,topo,honeycomb,102,10.0,20.0,0.12,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.024,128,20.0,0.002996083814650774,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p10.0_d20.0_w0.12_f015_s102,topo,honeycomb,102,10.0,20.0,0.12,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.024,128,40.0,0.005253486800938845,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p10.0_d20.0_w0.20_f015_s23,topo,honeycomb,23,10.0,20.0,0.2,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.04,128,0.0,0.0020722763147205114,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.2, ""wall_top"": 0.2}}"
HC_p10.0_d20.0_w0.20_f015_s23,topo,honeycomb,23,10.0,20.0,0.2,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.04,128,-20.0,0.0031916555017232895,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.2, ""wall_top"": 0.2}}"
HC_p10.0_d20.0_w0.20_f015_s23,topo,honeycomb,23,10.0,20.0,0.2,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.04,128,-40.0,0.00505234906449914,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.2, ""wall_top"": 0.2}}"
HC_p10.0_d20.0_w0.20_f015_s23,topo,honeycomb,23,10.0,20.0,0.2,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.04,128,20.0,0.0032305431086570024,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.2, ""wall_top"": 0.2}}"
HC_p10.0_d20.0_w0.20_f015_s23,topo,honeycomb,23,10.0,20.0,0.2,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.04,128,40.0,0.0050765760242938995,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.2, ""wall_top"": 0.2}}"
HC_p10.0_d20.0_w0.20_f015_s101,topo,honeycomb,101,10.0,20.0,0.2,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.04,128,0.0,0.0020939300302416086,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.2, ""wall_top"": 0.2}}"
HC_p10.0_d20.0_w0.20_f015_s101,topo,honeycomb,101,10.0,20.0,0.2,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.04,128,-20.0,0.0032610883936285973,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.2, ""wall_top"": 0.2}}"
HC_p10.0_d20.0_w0.20_f015_s101,topo,honeycomb,101,10.0,20.0,0.2,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.04,128,-40.0,0.005399386398494244,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.2, ""wall_top"": 0.2}}"
HC_p10.0_d20.0_w0.20_f015_s101,topo,honeycomb,101,10.0,20.0,0.2,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.04,128,20.0,0.0033047846518456936,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.2, ""wall_top"": 0.2}}"
HC_p10.0_d20.0_w0.20_f015_s101,topo,honeycomb,101,10.0,20.0,0.2,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.04,128,40.0,0.005352669395506382,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.2, ""wall_top"": 0.2}}"
HC_p10.0_d20.0_w0.20_f015_s102,topo,honeycomb,102,10.0,20.0,0.2,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.04,128,0.0,0.0020768903195858,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.2, ""wall_top"": 0.2}}"
HC_p10.0_d20.0_w0.20_f015_s102,topo,honeycomb,102,10.0,20.0,0.2,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.04,128,-20.0,0.003329182742163539,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.2, ""wall_top"": 0.2}}"
HC_p10.0_d20.0_w0.20_f015_s102,topo,honeycomb,102,10.0,20.0,0.2,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.04,128,-40.0,0.005381699651479721,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.2, ""wall_top"": 0.2}}"
HC_p10.0_d20.0_w0.20_f015_s102,topo,honeycomb,102,10.0,20.0,0.2,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.04,128,20.0,0.0030777999199926853,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.2, ""wall_top"": 0.2}}"
HC_p10.0_d20.0_w0.20_f015_s102,topo,honeycomb,102,10.0,20.0,0.2,0.15,3.0,19.0,musou_fit,anodised_hi,2.0,0.04,128,40.0,0.005301379133015871,"{""depth"": 20.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.2, ""wall_top"": 0.2}}"
HC_p10.0_d30.0_w0.03_f015_s23,topo,honeycomb,23,10.0,30.0,0.03,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.006,128,0.0,0.001254564500413835,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p10.0_d30.0_w0.03_f015_s23,topo,honeycomb,23,10.0,30.0,0.03,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.006,128,-20.0,0.0023684483021497726,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p10.0_d30.0_w0.03_f015_s23,topo,honeycomb,23,10.0,30.0,0.03,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.006,128,-40.0,0.003772253403440118,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p10.0_d30.0_w0.03_f015_s23,topo,honeycomb,23,10.0,30.0,0.03,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.006,128,20.0,0.00246504251845181,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p10.0_d30.0_w0.03_f015_s23,topo,honeycomb,23,10.0,30.0,0.03,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.006,128,40.0,0.0037684794515371323,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p10.0_d30.0_w0.03_f015_s101,topo,honeycomb,101,10.0,30.0,0.03,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.006,128,0.0,0.0012645634124055505,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p10.0_d30.0_w0.03_f015_s101,topo,honeycomb,101,10.0,30.0,0.03,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.006,128,-20.0,0.0024634450674057007,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p10.0_d30.0_w0.03_f015_s101,topo,honeycomb,101,10.0,30.0,0.03,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.006,128,-40.0,0.003807378700003028,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p10.0_d30.0_w0.03_f015_s101,topo,honeycomb,101,10.0,30.0,0.03,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.006,128,20.0,0.002516687149181962,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p10.0_d30.0_w0.03_f015_s101,topo,honeycomb,101,10.0,30.0,0.03,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.006,128,40.0,0.003774225013330579,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p10.0_d30.0_w0.03_f015_s102,topo,honeycomb,102,10.0,30.0,0.03,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.006,128,0.0,0.0012656000908464193,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p10.0_d30.0_w0.03_f015_s102,topo,honeycomb,102,10.0,30.0,0.03,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.006,128,-20.0,0.002537711290642619,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p10.0_d30.0_w0.03_f015_s102,topo,honeycomb,102,10.0,30.0,0.03,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.006,128,-40.0,0.003913729451596737,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p10.0_d30.0_w0.03_f015_s102,topo,honeycomb,102,10.0,30.0,0.03,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.006,128,20.0,0.0024497928097844124,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p10.0_d30.0_w0.03_f015_s102,topo,honeycomb,102,10.0,30.0,0.03,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.006,128,40.0,0.0038331521209329367,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p10.0_d30.0_w0.05_f015_s23,topo,honeycomb,23,10.0,30.0,0.05,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.01,128,0.0,0.0012875377433374524,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p10.0_d30.0_w0.05_f015_s23,topo,honeycomb,23,10.0,30.0,0.05,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.01,128,-20.0,0.0023975882213562727,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p10.0_d30.0_w0.05_f015_s23,topo,honeycomb,23,10.0,30.0,0.05,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.01,128,-40.0,0.003795885480940342,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p10.0_d30.0_w0.05_f015_s23,topo,honeycomb,23,10.0,30.0,0.05,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.01,128,20.0,0.002490230370312929,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p10.0_d30.0_w0.05_f015_s23,topo,honeycomb,23,10.0,30.0,0.05,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.01,128,40.0,0.0037900700699537992,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p10.0_d30.0_w0.05_f015_s101,topo,honeycomb,101,10.0,30.0,0.05,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.01,128,0.0,0.0012955314014106989,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p10.0_d30.0_w0.05_f015_s101,topo,honeycomb,101,10.0,30.0,0.05,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.01,128,-20.0,0.0024889656342566013,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p10.0_d30.0_w0.05_f015_s101,topo,honeycomb,101,10.0,30.0,0.05,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.01,128,-40.0,0.0038264556787908077,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p10.0_d30.0_w0.05_f015_s101,topo,honeycomb,101,10.0,30.0,0.05,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.01,128,20.0,0.0025435988791286945,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p10.0_d30.0_w0.05_f015_s101,topo,honeycomb,101,10.0,30.0,0.05,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.01,128,40.0,0.003794836113229394,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p10.0_d30.0_w0.05_f015_s102,topo,honeycomb,102,10.0,30.0,0.05,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.01,128,0.0,0.0012972071999683976,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p10.0_d30.0_w0.05_f015_s102,topo,honeycomb,102,10.0,30.0,0.05,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.01,128,-20.0,0.0025641277898103,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p10.0_d30.0_w0.05_f015_s102,topo,honeycomb,102,10.0,30.0,0.05,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.01,128,-40.0,0.003932949621230364,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p10.0_d30.0_w0.05_f015_s102,topo,honeycomb,102,10.0,30.0,0.05,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.01,128,20.0,0.002476898254826665,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p10.0_d30.0_w0.05_f015_s102,topo,honeycomb,102,10.0,30.0,0.05,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.01,128,40.0,0.0038488104473799467,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p10.0_d30.0_w0.08_f015_s23,topo,honeycomb,23,10.0,30.0,0.08,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.016,128,0.0,0.0013362891040742397,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p10.0_d30.0_w0.08_f015_s23,topo,honeycomb,23,10.0,30.0,0.08,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.016,128,-20.0,0.00244312291033566,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p10.0_d30.0_w0.08_f015_s23,topo,honeycomb,23,10.0,30.0,0.08,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.016,128,-40.0,0.003826861036941409,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p10.0_d30.0_w0.08_f015_s23,topo,honeycomb,23,10.0,30.0,0.08,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.016,128,20.0,0.002528420416638255,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p10.0_d30.0_w0.08_f015_s23,topo,honeycomb,23,10.0,30.0,0.08,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.016,128,40.0,0.0038211182691156864,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p10.0_d30.0_w0.08_f015_s101,topo,honeycomb,101,10.0,30.0,0.08,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.016,128,0.0,0.0013414128916338086,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p10.0_d30.0_w0.08_f015_s101,topo,honeycomb,101,10.0,30.0,0.08,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.016,128,-20.0,0.0025264474097639322,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p10.0_d30.0_w0.08_f015_s101,topo,honeycomb,101,10.0,30.0,0.08,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.016,128,-40.0,0.003851616522297263,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p10.0_d30.0_w0.08_f015_s101,topo,honeycomb,101,10.0,30.0,0.08,0.15,4.5,29.0,musou_fit,anodised_hi,3.0,0.016,128,20.0,0.002574543934315443,"{""depth"": 30.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 10.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
