tag,family,topology,seed,pitch,depth,wall,paint_frac,paint_mm,deep_until,shallow,deep,aspect,tip_frac,samples,theta,rho,params_json
HC_p02.0_d10.0_w0.03_f015_s23,topo,honeycomb,23,2.0,10.0,0.03,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.03,128,0.0,0.0009444062598049641,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p02.0_d10.0_w0.03_f015_s23,topo,honeycomb,23,2.0,10.0,0.03,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.03,128,-20.0,0.0019222814589738846,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p02.0_d10.0_w0.03_f015_s23,topo,honeycomb,23,2.0,10.0,0.03,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.03,128,-40.0,0.0024807732552289963,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p02.0_d10.0_w0.03_f015_s23,topo,honeycomb,23,2.0,10.0,0.03,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.03,128,20.0,0.0019229613244533539,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p02.0_d10.0_w0.03_f015_s23,topo,honeycomb,23,2.0,10.0,0.03,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.03,128,40.0,0.0025148747954517603,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p02.0_d10.0_w0.03_f015_s101,topo,honeycomb,101,2.0,10.0,0.03,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.03,128,0.0,0.0009584182989783585,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p02.0_d10.0_w0.03_f015_s101,topo,honeycomb,101,2.0,10.0,0.03,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.03,128,-20.0,0.0019171118037775159,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p02.0_d10.0_w0.03_f015_s101,topo,honeycomb,101,2.0,10.0,0.03,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.03,128,-40.0,0.0025134554598480463,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p02.0_d10.0_w0.03_f015_s101,topo,honeycomb,101,2.0,10.0,0.03,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.03,128,20.0,0.0019199225353077054,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p02.0_d10.0_w0.03_f015_s101,topo,honeycomb,101,2.0,10.0,0.03,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.03,128,40.0,0.0025198839139193296,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p02.0_d10.0_w0.03_f015_s102,topo,honeycomb,102,2.0,10.0,0.03,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.03,128,0.0,0.000950993096921593,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p02.0_d10.0_w0.03_f015_s102,topo,honeycomb,102,2.0,10.0,0.03,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.03,128,-20.0,0.0019058127654716372,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p02.0_d10.0_w0.03_f015_s102,topo,honeycomb,102,2.0,10.0,0.03,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.03,128,-40.0,0.002530620899051428,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p02.0_d10.0_w0.03_f015_s102,topo,honeycomb,102,2.0,10.0,0.03,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.03,128,20.0,0.0019158177310600877,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p02.0_d10.0_w0.03_f015_s102,topo,honeycomb,102,2.0,10.0,0.03,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.03,128,40.0,0.002519305795431137,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.03, ""wall_top"": 0.03}}"
HC_p02.0_d10.0_w0.05_f015_s23,topo,honeycomb,23,2.0,10.0,0.05,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.05,128,0.0,0.0011166646145284176,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p02.0_d10.0_w0.05_f015_s23,topo,honeycomb,23,2.0,10.0,0.05,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.05,128,-20.0,0.002064966131001711,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p02.0_d10.0_w0.05_f015_s23,topo,honeycomb,23,2.0,10.0,0.05,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.05,128,-40.0,0.0026279769372195005,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p02.0_d10.0_w0.05_f015_s23,topo,honeycomb,23,2.0,10.0,0.05,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.05,128,20.0,0.002060965169221163,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p02.0_d10.0_w0.05_f015_s23,topo,honeycomb,23,2.0,10.0,0.05,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.05,128,40.0,0.0026431840378791094,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p02.0_d10.0_w0.05_f015_s101,topo,honeycomb,101,2.0,10.0,0.05,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.05,128,0.0,0.0011292098788544536,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p02.0_d10.0_w0.05_f015_s101,topo,honeycomb,101,2.0,10.0,0.05,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.05,128,-20.0,0.002060044091194868,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p02.0_d10.0_w0.05_f015_s101,topo,honeycomb,101,2.0,10.0,0.05,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.05,128,-40.0,0.0026412797160446644,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p02.0_d10.0_w0.05_f015_s101,topo,honeycomb,101,2.0,10.0,0.05,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.05,128,20.0,0.0020600275602191687,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p02.0_d10.0_w0.05_f015_s101,topo,honeycomb,101,2.0,10.0,0.05,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.05,128,40.0,0.002646610140800476,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p02.0_d10.0_w0.05_f015_s102,topo,honeycomb,102,2.0,10.0,0.05,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.05,128,0.0,0.0011213405523449183,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p02.0_d10.0_w0.05_f015_s102,topo,honeycomb,102,2.0,10.0,0.05,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.05,128,-20.0,0.0020481727551668882,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p02.0_d10.0_w0.05_f015_s102,topo,honeycomb,102,2.0,10.0,0.05,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.05,128,-40.0,0.0026576737873256207,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p02.0_d10.0_w0.05_f015_s102,topo,honeycomb,102,2.0,10.0,0.05,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.05,128,20.0,0.0020657889544963837,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p02.0_d10.0_w0.05_f015_s102,topo,honeycomb,102,2.0,10.0,0.05,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.05,128,40.0,0.0026500914245843887,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.05, ""wall_top"": 0.05}}"
HC_p02.0_d10.0_w0.08_f015_s23,topo,honeycomb,23,2.0,10.0,0.08,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.08,128,0.0,0.00136306113563478,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p02.0_d10.0_w0.08_f015_s23,topo,honeycomb,23,2.0,10.0,0.08,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.08,128,-20.0,0.0022717048414051533,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p02.0_d10.0_w0.08_f015_s23,topo,honeycomb,23,2.0,10.0,0.08,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.08,128,-40.0,0.0028126160614192486,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p02.0_d10.0_w0.08_f015_s23,topo,honeycomb,23,2.0,10.0,0.08,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.08,128,20.0,0.0022736203391104937,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p02.0_d10.0_w0.08_f015_s23,topo,honeycomb,23,2.0,10.0,0.08,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.08,128,40.0,0.0028341850265860558,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p02.0_d10.0_w0.08_f015_s101,topo,honeycomb,101,2.0,10.0,0.08,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.08,128,0.0,0.0013678044779226184,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p02.0_d10.0_w0.08_f015_s101,topo,honeycomb,101,2.0,10.0,0.08,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.08,128,-20.0,0.002258328488096595,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p02.0_d10.0_w0.08_f015_s101,topo,honeycomb,101,2.0,10.0,0.08,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.08,128,-40.0,0.0028272762428969145,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p02.0_d10.0_w0.08_f015_s101,topo,honeycomb,101,2.0,10.0,0.08,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.08,128,20.0,0.0022686340380460024,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p02.0_d10.0_w0.08_f015_s101,topo,honeycomb,101,2.0,10.0,0.08,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.08,128,40.0,0.0028289163019508123,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p02.0_d10.0_w0.08_f015_s102,topo,honeycomb,102,2.0,10.0,0.08,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.08,128,0.0,0.001365509582683444,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p02.0_d10.0_w0.08_f015_s102,topo,honeycomb,102,2.0,10.0,0.08,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.08,128,-20.0,0.002252026926726103,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p02.0_d10.0_w0.08_f015_s102,topo,honeycomb,102,2.0,10.0,0.08,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.08,128,-40.0,0.00284061161801219,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p02.0_d10.0_w0.08_f015_s102,topo,honeycomb,102,2.0,10.0,0.08,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.08,128,20.0,0.002270784927532077,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p02.0_d10.0_w0.08_f015_s102,topo,honeycomb,102,2.0,10.0,0.08,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.08,128,40.0,0.0028380064759403467,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.08, ""wall_top"": 0.08}}"
HC_p02.0_d10.0_w0.12_f015_s23,topo,honeycomb,23,2.0,10.0,0.12,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.12,128,0.0,0.001667607924900949,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p02.0_d10.0_w0.12_f015_s23,topo,honeycomb,23,2.0,10.0,0.12,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.12,128,-20.0,0.002523992443457246,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p02.0_d10.0_w0.12_f015_s23,topo,honeycomb,23,2.0,10.0,0.12,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.12,128,-40.0,0.0030360103119164705,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p02.0_d10.0_w0.12_f015_s23,topo,honeycomb,23,2.0,10.0,0.12,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.12,128,20.0,0.002518625697121024,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p02.0_d10.0_w0.12_f015_s23,topo,honeycomb,23,2.0,10.0,0.12,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.12,128,40.0,0.0030529226642102003,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 23, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p02.0_d10.0_w0.12_f015_s101,topo,honeycomb,101,2.0,10.0,0.12,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.12,128,0.0,0.0016666818410158157,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p02.0_d10.0_w0.12_f015_s101,topo,honeycomb,101,2.0,10.0,0.12,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.12,128,-20.0,0.002511627972126007,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p02.0_d10.0_w0.12_f015_s101,topo,honeycomb,101,2.0,10.0,0.12,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.12,128,-40.0,0.0030576891731470823,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p02.0_d10.0_w0.12_f015_s101,topo,honeycomb,101,2.0,10.0,0.12,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.12,128,20.0,0.002514364430680871,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p02.0_d10.0_w0.12_f015_s101,topo,honeycomb,101,2.0,10.0,0.12,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.12,128,40.0,0.0030481768772006035,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 101, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p02.0_d10.0_w0.12_f015_s102,topo,honeycomb,102,2.0,10.0,0.12,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.12,128,0.0,0.0016709795454517007,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p02.0_d10.0_w0.12_f015_s102,topo,honeycomb,102,2.0,10.0,0.12,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.12,128,-20.0,0.002514180261641741,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p02.0_d10.0_w0.12_f015_s102,topo,honeycomb,102,2.0,10.0,0.12,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.12,128,-40.0,0.003065389348194003,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p02.0_d10.0_w0.12_f015_s102,topo,honeycomb,102,2.0,10.0,0.12,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.12,128,20.0,0.0025240727700293064,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
HC_p02.0_d10.0_w0.12_f015_s102,topo,honeycomb,102,2.0,10.0,0.12,0.15,1.5,9.0,musou_fit,anodised_hi,5.0,0.12,128,40.0,0.003063795855268836,"{""depth"": 10.0, ""floor"": ""none"", ""panel"": 60.0, ""seed"": 102, ""top"": ""honeycomb"", ""top_params"": {""cell_lean_domain"": 16.0, ""jitter"": 0.3, ""pitch"": 2.0, ""wall_bot"": 0.12, ""wall_top"": 0.12}}"
