tag,family,topology,phi,seed,material,rho0,diffuse_frac,roughness,theta_in,theta_out,brdf,brdf_analytic,panel_mean,panel_p99,panel_max,panel_px,control_mean,control_expect,control_dev,sun_angle_deg,mm_per_px,res_x,res_y,samples,cycles_seed,margin_depths,params_json
hc_p10.0_d80.0_w0.03_f015,topo,honeycomb,0.0,23,musou_fit,0.00998,0.76,0.3,-40.0,-40.0,0.0018424922701190678,0.0018424906485147421,0.0014114297227934003,0.0066445156652480365,0.009968978352844715,59427,0.012191965244710445,0.01219197597504636,8.801145882268107e-07,10.0,0.21495587054753706,1770,296,128,,2.0,"{""backing"": 2.0, ""cell_lean_domain"": 16.0, ""depth"": 80.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 10.0, ""seed"": 23, ""topology"": ""honeycomb"", ""wall_bot"": 0.03, ""wall_top"": 0.03}"
hc_p10.0_d80.0_w0.03_f015,topo,honeycomb,0.0,23,musou_fit,0.00998,0.76,0.3,-40.0,-30.0,0.0014253665531241794,0.0014253641009459182,0.0010918922489508986,0.005413923291489468,0.009815328754484653,67239,0.012191955000162125,0.01219197597504636,1.7203843149501943e-06,10.0,0.21495587054753706,1770,296,128,,2.0,"{""backing"": 2.0, ""cell_lean_domain"": 16.0, ""depth"": 80.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 10.0, ""seed"": 23, ""topology"": ""honeycomb"", ""wall_bot"": 0.03, ""wall_top"": 0.03}"
hc_p10.0_d80.0_w0.03_f015,topo,honeycomb,0.0,23,musou_fit,0.00998,0.76,0.3,-40.0,-20.0,0.0009122313836553464,0.0009122314866749614,0.0006988098612055182,0.004283689428120866,0.009530536830425262,73377,0.012191977351903915,0.01219197597504636,1.1293145244627903e-07,10.0,0.21495587054753706,1770,296,128,,2.0,"{""backing"": 2.0, ""cell_lean_domain"": 16.0, ""depth"": 80.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 10.0, ""seed"": 23, ""topology"": ""honeycomb"", ""wall_bot"": 0.03, ""wall_top"": 0.03}"
hc_p10.0_d80.0_w0.03_f015,topo,honeycomb,0.0,23,musou_fit,0.00998,0.76,0.3,-40.0,-10.0,0.0004765687948734107,0.0004765688122888049,0.00036507289041765034,0.0027607914153486295,0.008433151058852673,76725,0.01219197642058134,0.01219197597504636,3.654329547142598e-08,10.0,0.21495587054753706,1770,296,128,,2.0,"{""backing"": 2.0, ""cell_lean_domain"": 16.0, ""depth"": 80.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 10.0, ""seed"": 23, ""topology"": ""honeycomb"", ""wall_bot"": 0.03, ""wall_top"": 0.03}"
hc_p10.0_d80.0_w0.03_f015,topo,honeycomb,0.0,23,musou_fit,0.00998,0.76,0.3,-40.0,0.0,1.574147408180646e-05,1.574147585951399e-05,1.2058670108672231e-05,0.0002468883176334203,0.00039418297819793224,77841,0.012191977351903915,0.01219197597504636,1.1293145244627903e-07,10.0,0.21495587054753706,1770,296,128,,2.0,"{""backing"": 2.0, ""cell_lean_domain"": 16.0, ""depth"": 80.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 10.0, ""seed"": 23, ""topology"": ""honeycomb"", ""wall_bot"": 0.03, ""wall_top"": 0.03}"
hc_p10.0_d80.0_w0.03_f015,topo,honeycomb,0.0,23,musou_fit,0.00998,0.76,0.3,-40.0,10.0,2.2802037913141227e-05,2.2802038746402835e-05,1.746737507346552e-05,0.0002782143163494764,0.00043957633897662163,76725,0.01219197642058134,0.01219197597504636,3.654329547142598e-08,10.0,0.21495587054753706,1770,296,128,,2.0,"{""backing"": 2.0, ""cell_lean_domain"": 16.0, ""depth"": 80.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 10.0, ""seed"": 23, ""topology"": ""honeycomb"", ""wall_bot"": 0.03, ""wall_top"": 0.03}"
hc_p10.0_d80.0_w0.03_f015,topo,honeycomb,0.0,23,musou_fit,0.00998,0.76,0.3,-40.0,20.0,3.2806715549687e-05,3.280671925459703e-05,2.5131404981948435e-05,0.0003915290080476554,0.0006276026833802462,73377,0.012191977351903915,0.01219197597504636,1.1293145244627903e-07,10.0,0.21495587054753706,1770,296,128,,2.0,"{""backing"": 2.0, ""cell_lean_domain"": 16.0, ""depth"": 80.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 10.0, ""seed"": 23, ""topology"": ""honeycomb"", ""wall_bot"": 0.03, ""wall_top"": 0.03}"
hc_p10.0_d80.0_w0.03_f015,topo,honeycomb,0.0,23,musou_fit,0.00998,0.76,0.3,-40.0,30.0,8.43749671414287e-05,8.437482198405865e-05,6.463486352004111e-05,0.0011925121024250964,0.0020845881663262844,67239,0.012191955000162125,0.01219197597504636,1.7203843149501943e-06,10.0,0.21495587054753706,1770,296,128,,2.0,"{""backing"": 2.0, ""cell_lean_domain"": 16.0, ""depth"": 80.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 10.0, ""seed"": 23, ""topology"": ""honeycomb"", ""wall_bot"": 0.03, ""wall_top"": 0.03}"
hc_p10.0_d80.0_w0.03_f015,topo,honeycomb,0.0,23,musou_fit,0.00998,0.76,0.3,-40.0,40.0,0.00023454274577848635,0.00023454253935399418,0.00017967000894714147,0.0033732030354440144,0.005924541503190994,59427,0.012191965244710445,0.01219197597504636,8.801145882268107e-07,10.0,0.21495587054753706,1770,296,128,,2.0,"{""backing"": 2.0, ""cell_lean_domain"": 16.0, ""depth"": 80.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 10.0, ""seed"": 23, ""topology"": ""honeycomb"", ""wall_bot"": 0.03, ""wall_top"": 0.03}"
hc_p10.0_d80.0_w0.03_f015,topo,honeycomb,0.0,23,musou_fit,0.00998,0.76,0.3,-30.0,-40.0,0.0014063631649985503,0.0014063618968777449,0.001217945129610598,0.007208145512267944,0.008055501617491245,59427,0.013783209957182407,0.013783222385544802,9.017022324056746e-07,10.0,0.21495587054753706,1770,296,128,,2.0,"{""backing"": 2.0, ""cell_lean_domain"": 16.0, ""depth"": 80.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 10.0, ""seed"": 23, ""topology"": ""honeycomb"", ""wall_bot"": 0.03, ""wall_top"": 0.03}"
