tag,family,topology,depth,pitch,aspect,seed,diffuse_frac,theta,rho,control,params_json
P52_d30_p0550,floor,pyramid,30.0,5.500550055005501,5.454,23,d00,40.0,0.000751400482840836,0.04999997094273567,"{""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d30_p0550,floor,pyramid,30.0,5.500550055005501,5.454,23,d76,0.0,0.0009935537818819284,0.04999997094273567,"{""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d30_p0550,floor,pyramid,30.0,5.500550055005501,5.454,23,d76,-20.0,0.0012360296677798033,0.04999997094273567,"{""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d30_p0550,floor,pyramid,30.0,5.500550055005501,5.454,23,d76,20.0,0.0012483629398047924,0.04999997094273567,"{""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d30_p0550,floor,pyramid,30.0,5.500550055005501,5.454,23,d76,-40.0,0.0015152560081332922,0.04999997094273567,"{""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d30_p0550,floor,pyramid,30.0,5.500550055005501,5.454,23,d76,40.0,0.0015309636946767569,0.04999997094273567,"{""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d30_p0550,floor,pyramid,30.0,5.500550055005501,5.454,23,d100,0.0,0.0009810096817091107,0.04999997094273567,"{""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d30_p0550,floor,pyramid,30.0,5.500550055005501,5.454,23,d100,-20.0,0.0014476130018010736,0.04999997094273567,"{""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d30_p0550,floor,pyramid,30.0,5.500550055005501,5.454,23,d100,20.0,0.0014558054972440004,0.04999997094273567,"{""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d30_p0550,floor,pyramid,30.0,5.500550055005501,5.454,23,d100,-40.0,0.001776930526830256,0.04999997094273567,"{""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d30_p0550,floor,pyramid,30.0,5.500550055005501,5.454,23,d100,40.0,0.0017717719310894608,0.04999997094273567,"{""backing"": 2.0, ""depth"": 30.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d40_p0550,floor,pyramid,40.0,5.500550055005501,7.272,23,d00,0.0,0.0010275680106133223,0.04999997094273567,"{""backing"": 2.0, ""depth"": 40.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d40_p0550,floor,pyramid,40.0,5.500550055005501,7.272,23,d00,-20.0,0.0006277614738792181,0.04999997094273567,"{""backing"": 2.0, ""depth"": 40.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d40_p0550,floor,pyramid,40.0,5.500550055005501,7.272,23,d00,20.0,0.0006360894185490906,0.04999997094273567,"{""backing"": 2.0, ""depth"": 40.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d40_p0550,floor,pyramid,40.0,5.500550055005501,7.272,23,d00,-40.0,0.0007312081288546324,0.04999997094273567,"{""backing"": 2.0, ""depth"": 40.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d40_p0550,floor,pyramid,40.0,5.500550055005501,7.272,23,d00,40.0,0.0007146323332563043,0.04999997094273567,"{""backing"": 2.0, ""depth"": 40.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d40_p0550,floor,pyramid,40.0,5.500550055005501,7.272,23,d76,0.0,0.0007034491864033043,0.04999997094273567,"{""backing"": 2.0, ""depth"": 40.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d40_p0550,floor,pyramid,40.0,5.500550055005501,7.272,23,d76,-20.0,0.0010114478645846248,0.04999997094273567,"{""backing"": 2.0, ""depth"": 40.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d40_p0550,floor,pyramid,40.0,5.500550055005501,7.272,23,d76,20.0,0.0009871531510725617,0.04999997094273567,"{""backing"": 2.0, ""depth"": 40.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d40_p0550,floor,pyramid,40.0,5.500550055005501,7.272,23,d76,-40.0,0.001195190823636949,0.04999997094273567,"{""backing"": 2.0, ""depth"": 40.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d40_p0550,floor,pyramid,40.0,5.500550055005501,7.272,23,d76,40.0,0.001186005538329482,0.04999997094273567,"{""backing"": 2.0, ""depth"": 40.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d40_p0550,floor,pyramid,40.0,5.500550055005501,7.272,23,d100,0.0,0.0006149590481072664,0.04999997094273567,"{""backing"": 2.0, ""depth"": 40.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d40_p0550,floor,pyramid,40.0,5.500550055005501,7.272,23,d100,-20.0,0.0011290174443274736,0.04999997094273567,"{""backing"": 2.0, ""depth"": 40.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d40_p0550,floor,pyramid,40.0,5.500550055005501,7.272,23,d100,20.0,0.001120558474212885,0.04999997094273567,"{""backing"": 2.0, ""depth"": 40.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d40_p0550,floor,pyramid,40.0,5.500550055005501,7.272,23,d100,-40.0,0.0013611599570140243,0.04999997094273567,"{""backing"": 2.0, ""depth"": 40.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d40_p0550,floor,pyramid,40.0,5.500550055005501,7.272,23,d100,40.0,0.0013655892107635736,0.04999997094273567,"{""backing"": 2.0, ""depth"": 40.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d65_p0550,floor,pyramid,65.0,5.500550055005501,11.817,23,d00,0.0,0.0009315688512288034,0.04999997094273567,"{""backing"": 2.0, ""depth"": 65.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d65_p0550,floor,pyramid,65.0,5.500550055005501,11.817,23,d00,-20.0,0.0005950013874098659,0.04999997094273567,"{""backing"": 2.0, ""depth"": 65.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d65_p0550,floor,pyramid,65.0,5.500550055005501,11.817,23,d00,20.0,0.0005962478462606668,0.04999997094273567,"{""backing"": 2.0, ""depth"": 65.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d65_p0550,floor,pyramid,65.0,5.500550055005501,11.817,23,d00,-40.0,0.0006309653399512172,0.04999997094273567,"{""backing"": 2.0, ""depth"": 65.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d65_p0550,floor,pyramid,65.0,5.500550055005501,11.817,23,d00,40.0,0.0006298370426520705,0.04999997094273567,"{""backing"": 2.0, ""depth"": 65.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d65_p0550,floor,pyramid,65.0,5.500550055005501,11.817,23,d76,0.0,0.0004996811039745808,0.04999997094273567,"{""backing"": 2.0, ""depth"": 65.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d65_p0550,floor,pyramid,65.0,5.500550055005501,11.817,23,d76,-20.0,0.000807468662969768,0.04999997094273567,"{""backing"": 2.0, ""depth"": 65.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d65_p0550,floor,pyramid,65.0,5.500550055005501,11.817,23,d76,20.0,0.0008033926133066416,0.04999997094273567,"{""backing"": 2.0, ""depth"": 65.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d65_p0550,floor,pyramid,65.0,5.500550055005501,11.817,23,d76,-40.0,0.0009519737213850021,0.04999997094273567,"{""backing"": 2.0, ""depth"": 65.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d65_p0550,floor,pyramid,65.0,5.500550055005501,11.817,23,d76,40.0,0.0009514049161225557,0.04999997094273567,"{""backing"": 2.0, ""depth"": 65.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d65_p0550,floor,pyramid,65.0,5.500550055005501,11.817,23,d100,0.0,0.0003800715785473585,0.04999997094273567,"{""backing"": 2.0, ""depth"": 65.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d65_p0550,floor,pyramid,65.0,5.500550055005501,11.817,23,d100,-20.0,0.0008937400416471064,0.04999997094273567,"{""backing"": 2.0, ""depth"": 65.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d65_p0550,floor,pyramid,65.0,5.500550055005501,11.817,23,d100,20.0,0.0008904964197427034,0.04999997094273567,"{""backing"": 2.0, ""depth"": 65.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d65_p0550,floor,pyramid,65.0,5.500550055005501,11.817,23,d100,-40.0,0.001074854633770883,0.04999997094273567,"{""backing"": 2.0, ""depth"": 65.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P52_d65_p0550,floor,pyramid,65.0,5.500550055005501,11.817,23,d100,40.0,0.0010696330573409796,0.04999997094273567,"{""backing"": 2.0, ""depth"": 65.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
