tag,family,topology,shape,pitch,open_frac,wall,nu,nv,hole_mm,hole_aspect,edge_frac_est,seed,diffuse_frac,theta,rho,control,params_json
P2_n08_w025,perf,perforated pyramid,perforated pyramid,5.5,0.35,0.25,8,12,0.13322,1.8766,0.09091,23,d100,20.0,0.00178850709926337,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 0.25}"
P2_n08_w025,perf,perforated pyramid,perforated pyramid,5.5,0.35,0.25,8,12,0.13322,1.8766,0.09091,23,d100,-40.0,0.002534929197281599,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 0.25}"
P2_n08_w025,perf,perforated pyramid,perforated pyramid,5.5,0.35,0.25,8,12,0.13322,1.8766,0.09091,23,d100,40.0,0.0024775576312094927,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 0.25}"
P2_n08_w100,perf,perforated pyramid,perforated pyramid,5.5,0.35,1.0,8,12,0.13322,7.5064,0.36364,23,d00,0.0,0.003305294783785939,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 1.0}"
P2_n08_w100,perf,perforated pyramid,perforated pyramid,5.5,0.35,1.0,8,12,0.13322,7.5064,0.36364,23,d00,-20.0,0.0029658328276127577,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 1.0}"
P2_n08_w100,perf,perforated pyramid,perforated pyramid,5.5,0.35,1.0,8,12,0.13322,7.5064,0.36364,23,d00,20.0,0.002953948453068733,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 1.0}"
P2_n08_w100,perf,perforated pyramid,perforated pyramid,5.5,0.35,1.0,8,12,0.13322,7.5064,0.36364,23,d00,-40.0,0.0034511203411966562,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 1.0}"
P2_n08_w100,perf,perforated pyramid,perforated pyramid,5.5,0.35,1.0,8,12,0.13322,7.5064,0.36364,23,d00,40.0,0.0034524300135672092,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 1.0}"
P2_n08_w100,perf,perforated pyramid,perforated pyramid,5.5,0.35,1.0,8,12,0.13322,7.5064,0.36364,23,d76,0.0,0.0030343825928866863,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 1.0}"
P2_n08_w100,perf,perforated pyramid,perforated pyramid,5.5,0.35,1.0,8,12,0.13322,7.5064,0.36364,23,d76,-20.0,0.0032847803086042404,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 1.0}"
P2_n08_w100,perf,perforated pyramid,perforated pyramid,5.5,0.35,1.0,8,12,0.13322,7.5064,0.36364,23,d76,20.0,0.0032523281406611204,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 1.0}"
P2_n08_w100,perf,perforated pyramid,perforated pyramid,5.5,0.35,1.0,8,12,0.13322,7.5064,0.36364,23,d76,-40.0,0.003798933234065771,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 1.0}"
P2_n08_w100,perf,perforated pyramid,perforated pyramid,5.5,0.35,1.0,8,12,0.13322,7.5064,0.36364,23,d76,40.0,0.003781002014875412,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 1.0}"
P2_n08_w100,perf,perforated pyramid,perforated pyramid,5.5,0.35,1.0,8,12,0.13322,7.5064,0.36364,23,d100,0.0,0.002977188443765044,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 1.0}"
P2_n08_w100,perf,perforated pyramid,perforated pyramid,5.5,0.35,1.0,8,12,0.13322,7.5064,0.36364,23,d100,-20.0,0.003410806879401207,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 1.0}"
P2_n08_w100,perf,perforated pyramid,perforated pyramid,5.5,0.35,1.0,8,12,0.13322,7.5064,0.36364,23,d100,20.0,0.003362247720360756,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 1.0}"
P2_n08_w100,perf,perforated pyramid,perforated pyramid,5.5,0.35,1.0,8,12,0.13322,7.5064,0.36364,23,d100,-40.0,0.003936751279979944,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 1.0}"
P2_n08_w100,perf,perforated pyramid,perforated pyramid,5.5,0.35,1.0,8,12,0.13322,7.5064,0.36364,23,d100,40.0,0.003894694382324815,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""nu"": 8, ""nv"": 12, ""open_frac"": 0.35, ""pitch"": 5.5, ""seed"": 23, ""wall"": 1.0}"
